gene_id,G85_A0,G85_B0,G85_C0,SD_SA,SD_SB,SD_SC,SLAD_SA,SLAD_SB,SLAD_SC,SD_LA,SD_LB,SD_LC,SLAD_LA,SLAD_LB,SLAD_LC,SD_GA,SD_GB,SD_GC,527LA,527LB,527LC,527SA,527SB,527SC,847LA,847LB,847LC,847SA,847SB,847SC,G85_D0,G85_E0,G85_F0,1066SA,1066SB,1066SC,1128SA,1128SB,1128SC,85A0b_2,85B0b,85C0b,1066LAb,1066LBb,1066LCb,1128LAb,1128LBb,1128LCb,G2432SA,G2432SB,G2432SC,G2434SA,G2434SB,G2434SC,G2468SA,G2468SB,G2468SC,G2432LA,G2432LB,G2432LC,G2434LA,G2434LB,G2434LC,G2468LA,G2468LB,G2468LC,G2300SA,G2300SB,G2300SC,G85SGSA,G85SGSB,G85SGSC,G2300LA,G2300LB,G2300LC,G85SGLA,G85SGLB,G85SGLC,G2529SA,G2529SB,G2529SC,G2529SGSA,G2529SGSB,G2529SGSC,G2529LA,G2529LB,G2529LC,G2529SGLA,G2529SGLB,G2529SGLC
YKR044W,10.3927,10.4236,10.4411,10.3433,10.1736,10.0201,10.0578,9.9629,10.0574,10.4584,10.4677,10.3615,10.3700,10.5217,10.4658,9.9084,10.1026,9.9127,10.3841,10.2888,10.3754,10.2971,10.1455,10.2684,10.4170,10.2638,10.3580,10.2536,10.3095,10.1469,10.1810,10.1988,10.3693,10.3052,10.3279,10.3839,10.3591,10.3368,10.3013,10.3216,10.1466,10.2293,10.0965,10.1960,10.0773,10.1929,10.1366,10.2347,9.5672,9.8160,9.5886,9.7969,9.8044,9.5726,9.8414,9.5124,9.1733,9.7553,10.1254,10.0811,10.0974,10.1786,10.1914,10.4421,10.3298,10.4230,10.2692,10.1196,10.2606,9.5256,9.1940,9.1215,10.0703,10.1326,10.1642,8.6739,8.8660,8.8674,10.3318,10.2322,10.2316,9.2321,9.2022,9.3407,10.3660,10.3039,10.2786,9.4831,9.8013,9.3560
YKR051W,11.0462,11.1153,11.0876,10.8204,10.7399,10.7524,10.6017,10.6087,10.6493,11.2262,11.2088,11.0824,10.6599,10.6831,10.7890,10.4065,11.3365,11.1543,11.0345,11.1932,11.1332,10.7679,10.6817,10.6765,11.0868,11.1969,11.1245,10.5548,10.8728,10.5853,10.8607,11.0312,11.0787,10.7048,10.6612,10.8594,10.7812,10.7652,10.7796,11.0907,11.0610,11.0888,10.9811,10.9384,10.8814,10.7626,10.6674,11.1737,10.7890,10.5055,10.8064,10.6187,10.7255,10.9134,10.4927,10.6915,10.8755,10.8001,10.8598,11.0551,11.0779,11.1217,11.0516,11.0980,11.0983,11.2006,10.8904,10.9392,10.9981,10.3675,10.5692,10.6325,10.8825,11.1310,10.6886,11.3046,11.4029,11.2841,10.7577,10.9389,10.7793,10.5814,10.5278,10.5312,11.4781,11.2530,10.9997,10.3505,10.7427,10.7839
YKR052C,11.0248,10.9817,10.9072,10.6628,10.5145,10.6424,10.3142,10.3498,10.4458,10.6094,10.7206,10.8230,10.0565,10.2407,10.4357,9.9473,10.9603,10.9016,10.3599,10.4091,10.5634,10.2805,10.2786,10.4114,10.2674,10.4951,10.6404,10.2939,10.5030,10.2382,10.7415,10.9297,10.7509,10.2582,10.2980,10.4418,10.2853,10.3164,10.3269,10.6102,10.6947,10.6014,10.4459,10.4394,10.4169,10.1902,9.9980,10.5440,10.4592,10.2754,10.6174,10.5891,10.4364,10.9323,10.3738,10.9653,10.9110,9.8322,9.9063,10.1410,10.1255,10.4401,10.3730,10.3986,10.3067,10.3399,10.5376,10.4574,10.6960,10.2149,10.5745,10.3695,10.2529,10.4509,10.1598,10.2103,10.3072,9.8764,10.5666,10.6692,10.5563,10.5270,10.2555,10.3778,10.5986,10.6013,10.5309,10.0621,10.0278,10.1114
YKR053C,9.7180,9.6393,9.7156,9.6126,9.4724,9.5248,9.3549,9.3765,9.3354,10.1204,10.2978,10.2147,10.1932,10.2343,10.4122,9.1613,10.1357,10.2654,9.6651,9.7050,9.8197,9.6970,9.6134,9.3678,9.6133,9.7173,9.7294,9.5737,9.7021,9.6312,9.3248,9.3829,9.6109,9.2950,9.2544,9.3999,9.3911,9.2645,9.3187,9.1505,9.1017,8.8983,9.4648,9.4783,9.3871,9.5658,9.2507,9.7775,9.3341,9.1227,9.2284,9.4208,9.4880,9.5022,9.1860,9.4406,9.5155,9.6535,9.8542,9.7972,10.0326,10.1628,9.9692,10.2590,9.9893,10.1702,9.7432,9.7769,9.7870,9.1629,9.1401,9.0555,9.9231,9.9936,9.5420,9.3583,9.5441,9.3129,9.6817,9.8672,9.5360,9.3974,9.3275,9.3501,9.9096,9.6093,9.6358,9.5668,9.6555,9.4744
YKR055W,11.2487,11.3037,11.2218,11.1735,10.9557,10.9557,10.7095,10.8739,10.7559,11.0210,10.9617,10.9686,11.4831,11.4892,11.4735,10.4165,11.3008,10.8753,10.8411,10.7636,10.7636,11.0116,11.0057,11.0369,10.8337,10.7272,10.7508,10.9870,11.0999,10.9062,10.7999,11.0106,11.0806,10.9986,11.0832,11.1274,11.1316,11.1628,11.0148,10.9791,10.9461,10.9131,10.9100,10.9275,10.9381,10.8061,10.7571,10.7255,10.8816,10.8867,10.9621,10.6102,10.6388,10.8214,10.7622,10.7110,10.6642,10.8150,10.7923,10.7737,10.9393,10.8269,11.0007,10.8584,10.8819,11.0355,11.0989,11.1217,11.1224,10.6218,10.5649,10.6978,10.8851,10.8919,10.9156,11.0836,11.1331,11.3224,11.0498,11.2583,11.1448,10.6831,10.7075,10.6974,10.8751,11.0049,11.0891,10.6159,10.7146,10.7026
YKR058W,6.7981,7.1430,7.1301,7.5969,6.8884,7.1424,7.1741,7.3467,7.4998,8.1131,8.6239,8.1764,8.5638,8.5756,8.6357,8.4504,7.2125,6.8839,8.4747,8.7316,8.8915,7.1609,7.5933,7.3282,9.0526,9.1668,9.0547,7.0230,7.4066,7.3804,7.3207,6.9145,7.1544,7.9806,7.7636,7.7010,7.9270,7.8144,7.8892,9.6623,10.5224,9.6654,8.6325,8.9066,8.6922,8.8843,9.3548,10.2433,9.8973,9.3731,9.9708,9.6637,9.2014,9.4231,7.3073,9.1998,8.3508,9.0498,8.8788,9.3057,9.0342,9.1332,9.2828,8.6038,8.4279,8.6955,6.8864,7.1830,7.4318,9.4155,9.9939,9.8551,8.4164,8.4897,8.5734,12.1976,12.0691,12.0132,7.0849,7.2026,7.5198,9.5237,9.2404,9.2008,9.0579,8.9838,8.8005,9.2365,9.7528,9.6993
YKR061W,9.5420,9.4936,9.5571,9.2759,9.0720,9.1540,8.8874,8.8865,9.0788,9.1869,9.1803,9.0507,9.8896,9.8321,10.0295,8.6117,8.8183,8.4477,9.5207,9.5977,9.6160,8.7401,8.5219,8.7510,9.2417,9.1411,9.3008,8.7812,8.9146,8.6472,9.4506,9.3749,9.3694,9.5294,9.4175,9.5719,10.5534,10.4592,10.5592,9.6773,10.0109,9.8871,9.5889,9.6593,9.6810,11.0109,11.1297,11.1363,10.7057,11.0814,10.8685,10.0139,9.8776,9.8929,9.0123,9.1562,9.0907,11.0871,11.2365,11.0292,9.7640,9.7294,9.6770,9.3599,9.4629,9.5394,9.1450,9.0507,9.0784,10.2260,10.0451,10.4040,9.4274,9.4621,9.5513,9.1170,9.1148,9.2142,9.1989,9.0305,9.0462,10.5612,10.3596,10.6429,8.9042,9.0637,9.2418,9.4953,9.8285,10.0632
YKR063C,9.1469,8.9576,9.0175,9.1140,9.0343,8.9454,9.3604,9.4002,9.4783,8.8661,8.9871,8.5043,9.0819,8.7065,8.8770,9.8892,8.2409,8.5951,9.2644,9.0485,9.1239,9.1287,8.9994,9.2020,9.0825,9.2003,9.1411,8.9068,8.7687,8.9423,9.2579,8.9976,8.8713,9.2509,9.3293,9.1079,9.2674,9.1406,9.1405,8.9043,8.6255,8.9004,9.1394,9.0182,9.2238,9.1649,9.0838,8.5166,8.9772,9.2291,9.0188,9.1035,8.9700,8.6702,9.6140,9.1284,8.7518,9.1603,9.2439,9.0975,9.0165,8.7264,9.0706,9.1348,9.2270,9.0798,9.0370,9.0048,9.1561,9.3046,8.9901,8.9844,9.3079,9.0001,9.6771,8.4188,8.3656,8.6553,9.2845,8.8203,8.9981,8.8261,9.0222,8.9415,8.6556,8.9212,9.2269,9.3630,9.4340,8.9032
YKR066C,12.9367,13.0268,13.0382,12.6965,12.6213,12.7158,12.3621,12.4939,12.4384,13.1977,13.2400,13.2584,13.3594,13.4888,13.4271,12.1779,13.0790,13.1496,12.8602,12.9362,12.9491,12.7298,12.6590,12.7114,12.9244,12.8967,12.9032,12.7139,12.8772,12.7144,12.7570,12.9682,13.1015,12.5125,12.4906,12.5086,12.5753,12.6346,12.5524,13.0367,12.9265,12.9029,12.9150,12.9994,12.9425,12.5688,12.6867,12.9534,13.0159,12.7869,12.9445,12.8385,12.8931,12.9667,12.4852,12.8394,13.0535,12.9216,12.9221,12.9999,13.1177,13.2468,13.0782,12.9842,12.9020,13.0168,12.6043,12.6031,12.5398,12.9769,12.9097,13.0518,12.6637,13.0937,12.6166,13.8130,13.7090,13.6555,12.4467,12.5662,12.4668,12.8704,12.8106,12.8384,13.3558,13.1886,12.8699,12.2627,12.4955,12.4987
YKR067W,9.6345,10.0153,9.9985,10.0307,10.0070,10.0496,9.9084,9.9349,9.9940,10.3437,10.4991,10.6214,10.1838,10.1138,10.0966,9.7310,10.2083,10.3488,10.4775,10.7419,10.9684,10.2278,10.1326,10.0084,10.5849,11.0501,10.8178,10.0219,10.2976,10.2415,9.9927,10.0155,9.9834,10.1257,10.1237,10.2284,9.8023,9.7727,10.0630,10.5808,10.7470,10.5678,10.7797,10.7465,10.6229,10.3796,10.1117,10.9604,10.6968,10.4284,10.7971,10.3229,10.4536,10.6869,10.0657,10.8347,11.3305,10.6164,10.2799,10.4875,10.7959,10.8997,10.5828,10.5079,10.5034,10.5899,10.2867,10.1947,10.0149,10.9017,11.2463,11.1185,10.5484,10.9029,10.2383,12.4437,12.1487,12.0925,9.8780,10.1144,9.9024,11.1262,11.1407,11.1190,11.0637,10.6727,10.5921,10.5833,10.7491,10.8061
YKR069W,12.8469,13.0365,13.1166,11.0145,11.2980,10.9551,12.4289,12.6952,12.3050,12.6037,12.3597,12.4032,10.7116,10.7254,10.8288,12.5588,12.0714,12.0587,12.3066,12.1554,12.2484,11.5800,12.2007,10.8098,12.1858,12.0403,12.0916,11.5671,11.6596,11.6079,13.0561,12.8884,13.0007,12.4896,12.4964,12.6054,12.4766,12.6328,12.4643,11.9381,11.8064,11.8565,12.6100,12.6937,12.7121,12.4862,12.3961,11.7803,11.0127,11.6644,11.6640,11.1379,11.3418,11.2395,11.7707,11.1566,10.0558,12.6128,12.5835,12.6591,12.6163,12.6541,12.6702,12.6986,12.5242,12.4829,12.0371,12.0039,12.1192,12.0617,11.3050,11.2066,12.4944,12.4597,12.6600,11.6195,11.3761,11.6796,11.1003,11.9907,12.1837,11.8789,12.3028,12.3235,12.8927,12.8040,12.3405,12.0875,12.3768,12.3471
YKR072C,10.8373,10.7848,10.7431,11.4099,11.3064,11.0474,11.5892,11.4760,11.5279,10.8486,10.8866,10.8691,11.2592,10.9736,10.9426,12.0466,10.6908,10.3967,11.2592,11.0946,11.0837,11.2248,11.3445,11.1826,11.3305,11.2227,11.1383,11.1398,11.1452,11.1848,10.9128,10.8417,10.8277,11.4643,11.4096,11.3276,11.2764,11.2316,11.2794,11.4233,11.5273,11.4260,11.1380,11.3404,11.4085,11.4617,11.5252,11.1734,11.0152,11.1352,10.9213,11.2145,11.2100,10.8843,11.1021,10.9396,10.3800,11.2608,11.3909,11.2696,11.0527,11.2344,11.2236,11.3302,11.2754,11.3836,11.2126,11.2057,11.2310,11.3434,11.0914,10.7854,11.3259,11.0666,11.6628,10.9633,10.8784,10.8160,11.3220,11.1163,11.2424,10.9860,10.9915,11.0886,10.9601,10.9114,11.1557,11.1144,11.0632,11.1912
YKR076W,9.4163,9.5045,9.5725,9.1449,9.1558,9.1996,9.1531,9.2422,9.3142,9.3664,9.6503,9.3527,12.1339,12.0453,11.9099,8.8433,8.8482,8.6073,9.7601,9.4318,10.0160,9.0216,8.8949,9.1215,9.6115,9.7593,9.8461,8.9002,9.0565,9.1917,9.6946,9.3308,9.2940,8.9823,9.0045,8.8111,9.2091,9.0556,8.9226,9.4371,9.9315,8.9204,9.6351,9.7970,9.8325,9.8278,9.8563,9.9968,9.8711,9.8396,9.9288,9.7278,9.9411,9.6647,9.2469,9.4987,9.6270,10.9540,10.8897,10.8540,11.1095,10.9401,10.9515,9.6867,9.7654,9.7518,8.7650,8.6363,8.7481,10.5264,10.6441,10.8500,9.8773,10.0137,9.7815,12.2354,12.3485,12.6260,8.8947,8.5137,8.9505,10.7189,10.8655,10.6516,9.3805,9.3183,9.2863,10.9407,11.0810,11.2779
YKR078W,7.9108,7.7976,7.8968,7.9679,7.8762,7.8791,8.1078,8.3100,8.2501,7.3155,7.6046,7.0873,7.7110,7.0974,7.0322,9.1328,6.6354,6.9662,8.1913,8.0141,7.8172,8.0634,7.9566,8.0850,8.0165,7.9249,7.9058,7.5479,7.3799,7.8847,8.1519,7.8022,7.5584,7.9960,8.2052,7.9693,8.0755,8.1166,7.8529,8.3466,8.3649,8.6987,8.0056,8.1520,8.2075,8.2192,8.4054,7.9500,8.3018,8.3230,8.3300,8.2988,8.1363,7.8605,8.4850,8.2495,8.1523,8.2333,8.4421,8.2356,8.1337,7.6290,7.9981,8.1822,8.0937,8.0399,7.6705,7.7913,8.0343,8.4383,8.3353,8.4820,8.0554,7.8135,8.6692,8.6109,8.3188,9.0532,7.9706,7.0517,7.9871,8.2071,8.3468,8.2611,7.3995,7.7692,8.0626,8.0646,8.4080,8.0436
YKR080W,11.4098,11.3037,11.2766,11.8426,11.7708,11.4456,12.1332,11.5269,11.7237,11.9267,11.9032,11.7579,8.8123,8.6577,8.5476,13.5515,12.2892,12.0081,12.6431,12.7031,12.4924,11.6461,11.9524,12.1528,12.7681,12.8219,12.5561,11.9283,11.6115,11.6112,11.3156,10.9944,11.0979,12.2581,12.1350,12.1380,11.7776,11.9708,11.8079,12.5160,12.8847,12.6839,12.7941,12.8541,12.7703,12.6519,12.9548,12.6547,11.7706,12.1943,11.8328,12.4273,12.0227,12.2405,12.6337,12.7056,11.8354,12.1264,11.6488,12.3000,12.1307,12.2090,12.2299,12.4237,12.4205,12.3724,11.6863,11.6831,11.3699,11.8548,11.4473,10.9173,12.2852,12.2403,12.5412,10.1471,10.1258,10.0417,11.8134,11.4190,12.0627,11.3165,11.7541,11.7518,12.8450,12.8879,12.8068,11.7927,11.7909,12.0637
YKR086W,9.0501,8.9218,8.9845,8.8051,8.8192,8.8486,9.0913,8.9341,9.0400,8.5246,8.6134,8.3132,9.0443,8.8414,8.8586,9.3419,8.2963,8.3411,9.3109,9.2670,9.3024,9.1783,9.0742,8.9900,9.0928,9.1504,9.1529,8.9682,8.9018,9.0294,9.4910,9.3058,9.4953,9.1940,9.1839,9.0748,8.8379,8.9114,9.0225,8.7355,8.6847,8.7950,8.9463,9.0221,9.0556,8.9130,8.7903,8.5042,9.1895,9.3349,9.3599,9.4612,9.3152,9.2817,9.6485,9.3144,9.0809,9.4890,9.1611,9.3650,9.2574,9.2395,9.1479,9.1669,9.1547,9.0607,9.3394,9.1986,9.2158,9.2729,9.2615,9.1998,9.2504,9.2573,9.4389,8.7535,8.4851,8.7109,9.1819,8.9968,9.1759,9.0713,9.2013,9.2743,8.7318,8.7863,8.9556,9.2601,9.1299,9.3191
YKR089C,10.5859,10.6046,10.6049,10.3862,10.4649,10.3795,10.2790,10.2944,10.3281,10.7237,10.7443,10.5749,10.9215,11.0349,11.0698,10.1324,10.7244,10.5656,10.6008,10.6686,10.6793,10.3904,10.4253,10.2501,10.6037,10.6141,10.6517,10.4322,10.4775,10.4382,10.4360,10.5172,10.5175,10.2949,10.3290,10.4086,10.4279,10.4506,10.5326,10.6857,10.5133,10.6438,10.3785,10.4294,10.4450,10.5805,10.4961,10.7167,10.9205,10.6215,10.7660,10.4973,10.5157,10.6933,10.3368,10.4384,10.5434,10.7157,10.7070,10.8013,10.6883,10.7415,10.7574,10.5966,10.6460,10.6667,10.5073,10.5065,10.5882,10.4104,10.5829,10.6458,10.6048,10.5723,10.5172,11.3504,11.3492,11.1379,10.3146,10.6318,10.4745,10.6226,10.5136,10.6537,10.7853,10.5683,10.6332,10.4537,10.4157,10.6708
YKR091W,10.2469,9.9470,9.8689,9.4314,9.4897,10.0163,8.9637,9.2001,9.0588,10.6944,10.9552,11.0277,9.1450,9.1157,9.3472,9.2139,8.8138,8.7416,11.5878,11.7476,11.8035,9.2000,9.0635,10.4226,12.2673,11.8285,12.0217,9.2544,9.0251,9.4023,10.6768,10.8046,10.5735,10.7885,10.7086,10.8815,11.5659,11.4681,11.5531,12.8404,13.2614,13.0996,10.8041,11.0680,11.1900,12.2851,12.7521,12.9648,12.1029,11.8787,12.0313,11.3860,11.2720,11.3392,10.1300,10.7407,10.9477,11.8602,11.9051,11.9968,11.1516,11.1796,11.2503,10.4702,10.8284,11.1160,9.9895,10.1199,10.3902,11.4231,11.7544,11.9704,10.9955,11.0709,11.5688,10.9342,10.9160,10.7573,9.2154,9.6591,9.6116,12.0182,11.7345,11.9170,11.1281,11.3167,11.4085,9.8825,10.7469,11.1518
YKR093W,7.3987,7.1792,7.1412,7.3205,7.4626,8.0946,8.0399,8.1575,8.1174,7.4325,7.0790,7.9080,11.5730,11.9755,12.2203,9.5368,11.1408,11.3624,6.5326,6.9464,6.8529,7.1384,6.8066,6.9325,6.7320,6.9971,6.9209,6.9267,7.3089,7.0810,6.7205,7.0142,6.9027,7.1270,6.5658,6.7803,7.2561,7.1040,7.0022,6.3491,6.2950,6.4182,6.3724,6.2377,6.5870,6.9746,6.7863,7.1600,7.9523,7.4280,7.6026,7.5241,6.8684,7.4627,7.5026,7.6409,8.2214,7.9754,7.9571,7.6700,6.4561,7.3995,6.7383,6.1324,6.7284,6.0773,7.0691,7.1993,7.2480,8.5835,9.1856,9.0610,6.7066,6.8110,6.1947,6.9720,6.6169,5.7195,6.9827,7.0279,7.0016,7.9072,7.8568,7.6712,6.8384,6.5018,6.7881,7.7352,6.2044,8.2521
YKR095W,9.3498,9.0054,9.1703,9.2712,9.5216,9.3236,9.8241,9.5772,10.0291,9.0354,9.2148,9.2002,9.1152,8.7947,8.8521,10.8503,8.6979,9.0923,9.3265,9.2861,9.1304,9.4791,9.6152,9.4757,9.5225,9.2019,9.2546,9.5463,9.4060,9.6581,9.5759,9.3288,9.4438,9.4687,9.5310,9.1087,9.4774,9.3459,9.3181,9.4006,9.5859,9.3194,9.3615,9.5269,9.4414,9.2209,9.5335,9.2015,9.4737,9.5540,9.4573,9.9100,9.7484,9.3323,9.8985,9.8036,9.4961,9.4251,9.6617,9.2899,9.3977,8.8948,9.2537,9.6951,9.8318,9.6328,9.1360,9.4234,9.4441,9.9725,9.7521,10.0850,9.5849,9.5258,9.7719,9.8204,9.4499,9.8920,9.5652,9.4354,9.5211,9.9459,10.0948,10.0659,9.4716,9.3002,9.5746,10.0110,9.9027,9.9090
YKR097W,8.5248,8.6272,8.2041,8.6436,8.2401,8.2554,8.0770,8.3703,8.1364,8.9912,8.9053,8.9590,11.6093,11.6034,11.6562,7.8540,8.8526,8.7895,9.1664,9.1987,9.3540,8.6136,8.4897,8.4838,9.1463,9.0905,9.3052,8.4875,8.6056,8.4804,8.5123,8.6298,8.5562,8.8026,8.6866,8.7963,8.9295,8.6327,8.7766,9.1045,9.9282,9.3709,8.9909,8.8990,8.9800,8.8448,9.3278,9.9316,8.8697,8.8872,8.8065,8.8530,9.1090,9.0219,8.4965,8.5467,8.7390,9.0354,9.1429,9.2184,9.0635,9.5632,9.4755,9.0824,9.3619,9.9622,8.5513,8.6945,8.6543,8.5624,8.8000,8.8650,8.7238,8.8612,8.5692,9.6191,9.6065,9.3611,8.6435,8.8564,8.5283,9.2018,8.9610,8.9201,9.2671,8.6673,8.7626,11.9780,9.2772,10.0002
YKR098C,9.6495,9.6490,9.7941,9.8892,9.6512,9.4955,9.5358,9.4924,9.6965,9.2226,9.5547,9.1944,9.4657,9.4727,9.5772,9.4865,8.7420,8.7884,9.6391,9.4487,9.5750,9.5422,9.6600,9.5579,9.7893,9.5344,9.6512,9.3990,9.4489,9.2853,9.5997,9.5427,9.5340,9.7177,9.6631,9.7575,9.6703,9.5575,9.4493,9.7814,10.4505,9.8861,9.5714,9.6026,9.5775,9.3595,9.8977,9.9636,10.1403,9.8830,10.1883,9.6615,9.8889,9.6689,8.2273,9.4980,9.1117,9.8464,9.8461,9.9930,9.9514,9.8824,9.9611,9.8216,9.8774,9.7283,9.5564,9.6852,9.6259,9.5153,9.7330,9.8736,9.5033,9.5716,9.4914,11.2641,11.2056,11.5668,9.9866,9.7556,9.7993,9.8995,9.7147,9.5115,9.4986,9.2362,9.4040,9.3765,9.6338,9.5249
YKR099W,11.0187,10.8411,11.0325,11.1459,11.0385,10.7394,11.4238,11.4124,11.4348,10.6099,10.5527,10.5199,11.8963,11.8570,11.7023,11.5393,10.4025,10.4996,10.8538,10.6787,10.6345,11.4541,11.4312,11.3025,10.7632,10.4995,10.6566,11.3825,11.3334,11.4694,10.8845,10.7164,10.8227,11.3256,11.4388,11.2549,11.1560,11.2377,11.0843,10.3379,10.6939,10.2867,11.0955,11.1891,11.2443,11.2588,11.2446,10.1002,10.0497,10.8747,10.3360,10.9270,10.8321,10.2589,10.7375,10.1997,9.6365,10.9429,11.1531,11.1098,10.9407,10.8468,10.9409,11.1286,11.1125,11.0855,10.9726,11.0493,10.8953,10.5668,9.8331,10.0108,11.0312,10.8602,11.2087,10.3096,10.3592,10.1785,11.2364,11.1390,11.2744,10.3093,10.3390,10.2683,10.2133,10.2628,10.4110,11.4533,11.1973,10.9908
YKR102W,9.3050,9.1073,9.1736,9.1931,8.7783,9.0118,8.8226,8.6262,8.8019,9.5837,9.9678,9.8063,9.9171,10.2098,10.2840,8.4231,9.8722,9.8814,9.1961,9.4924,9.6480,8.9013,8.8602,8.8514,9.4195,9.5684,9.5535,8.9942,9.0422,8.8150,8.9721,9.1099,9.1794,8.7636,8.4370,8.8132,8.9376,9.0039,8.9617,9.5119,9.4796,9.4400,8.9127,8.8418,8.8112,8.8700,8.7727,9.8604,9.9267,9.7237,9.7422,9.4588,9.3654,9.8921,9.2105,9.4349,9.4731,9.0698,9.1828,9.1349,9.3255,9.5668,9.2743,9.5075,9.1853,9.5921,8.9332,8.9416,8.9391,8.4375,8.7593,8.7250,9.2379,9.5197,8.9215,10.4562,10.3143,9.9522,9.1751,9.2121,8.9562,8.7990,8.6669,8.7200,10.0236,9.5556,9.2271,8.7046,8.8935,8.9510
YLL001W,11.3888,11.5438,11.5847,11.4329,11.4339,11.4975,11.1928,11.3161,11.2311,11.4895,11.5483,11.3530,11.4847,11.1699,11.0329,11.1981,11.2373,11.2781,11.5414,11.4460,11.4823,11.3704,11.3218,11.2620,11.4959,11.5439,11.5293,11.2697,11.3046,11.2250,11.4482,11.5513,11.5065,11.3146,11.4123,11.3848,11.3932,11.3478,11.3061,11.4692,11.4497,11.4822,11.5692,11.5164,11.5117,11.3427,11.2758,11.2529,11.5677,11.3924,11.5647,11.2422,11.4244,11.4516,11.3805,11.5951,11.6522,11.8023,11.6513,11.6830,11.9614,11.8525,11.8228,11.4510,11.5874,11.4898,11.5531,11.5257,11.6420,12.0580,12.1774,12.2926,11.7250,11.7274,11.6779,12.5373,12.3663,12.4970,11.3973,11.4558,11.3957,12.1798,12.2090,12.1334,11.5678,11.4941,11.4833,11.9252,12.0294,11.8915
YLL002W,10.0211,10.0331,10.2098,9.7799,9.8086,9.7454,9.4485,9.7493,9.5763,9.5538,9.4705,9.4872,8.0060,7.7194,7.8241,9.6918,9.4342,9.3980,9.6186,9.5282,9.3900,9.8137,9.9718,9.5917,9.7499,9.3616,9.4510,9.6865,9.6326,9.7420,10.2593,10.0900,10.2475,9.8182,9.7814,9.6608,9.9764,9.9382,9.8195,9.8812,9.7461,9.9345,9.8011,9.8076,9.8723,9.5393,9.5913,9.3986,9.6836,9.6876,9.6466,9.6563,9.7400,9.7505,9.7319,9.7518,9.6942,9.6172,9.6931,9.7488,9.8073,9.7418,9.8284,9.8030,9.8040,9.7669,9.8868,9.8631,10.3416,10.0125,9.9346,9.9827,9.6658,9.6316,9.7600,9.4380,9.5163,9.3324,9.6971,9.9404,9.8716,9.8065,9.8724,9.7709,9.6310,9.9080,9.7532,9.6010,9.6151,9.7128
YLL008W,11.8550,11.6101,11.6639,12.1984,12.1543,12.0544,12.4450,12.3015,12.3746,11.5913,11.6345,11.4236,11.6191,11.4203,11.3702,13.0990,11.4754,11.4002,11.9653,11.7802,11.6220,11.9984,12.0838,12.1213,11.7520,11.7763,11.5508,11.9801,11.9545,12.0149,12.1877,11.9528,11.8729,12.1243,12.0915,11.9327,11.9197,11.8903,11.9570,11.4293,11.2766,11.4173,11.8473,11.8721,12.0115,12.0145,11.9709,10.8278,11.4213,12.0393,11.6781,12.1154,11.9467,11.7249,12.2355,11.5788,10.7918,11.4141,11.8177,11.4822,11.4975,11.4366,11.7232,11.8863,11.9483,11.8664,11.7719,11.9332,11.8234,11.9648,11.4804,11.2009,11.8703,11.5090,12.2408,10.0735,9.7436,10.2895,12.1298,11.8433,11.9704,11.3939,11.5776,11.6453,11.3714,11.3171,11.8714,12.0518,11.9650,12.0335
YLL010C,8.3579,8.2309,8.0744,8.5884,8.5383,8.5864,8.7452,8.8039,8.5008,6.6480,7.2027,6.4501,7.6122,7.0501,7.6443,8.2819,8.8695,8.5239,6.6701,7.4060,7.3690,7.6594,7.2121,7.0180,6.7874,7.6686,7.0957,6.8350,7.1629,7.0144,7.9582,8.2557,7.7829,7.9384,7.9205,7.8857,6.4614,6.8027,8.1664,7.0541,7.0113,7.2962,6.5937,6.6292,6.8647,7.4183,6.1890,6.3299,5.3585,7.3226,7.3523,6.5387,4.9436,6.9976,7.9723,7.7959,7.9855,7.0050,6.7887,6.8906,6.8599,7.0902,7.1392,7.3339,6.8022,6.7855,8.4406,8.5964,8.7830,8.3787,8.1778,8.2784,7.2650,7.2337,7.0607,8.3101,7.5610,7.0867,6.7324,6.7960,6.7437,6.6833,6.8237,7.1954,7.6370,7.0668,6.9071,6.9045,6.7922,6.7891
YLL011W,11.2252,11.2381,11.2851,11.5720,11.4697,11.2495,11.8405,11.6942,11.6819,10.7392,10.5210,10.5878,11.0084,10.5697,10.4875,12.0390,10.8487,10.9412,11.1825,11.0189,10.8073,11.5875,11.7050,11.6382,10.8676,10.8787,10.7460,11.4768,11.4430,11.4578,11.5495,11.2704,11.1888,11.6423,11.6685,11.5668,11.4450,11.5548,11.5034,10.4464,10.4251,10.6859,11.3713,11.3318,11.4201,11.5330,11.3195,10.0083,10.2858,11.3369,10.7277,11.2103,11.1707,10.6577,11.2658,10.7532,9.8626,11.1889,11.3284,11.1986,10.9318,11.0225,11.1589,11.1939,11.3206,11.1524,11.4227,11.4267,11.3809,11.2321,10.5199,10.5021,11.3689,11.1500,11.6287,9.4320,9.0752,9.5347,11.7355,11.2893,11.6267,10.6594,10.8831,10.8814,10.2948,10.5088,10.9496,11.5713,11.0473,11.1828
