reaction_uid,model_reaction_id,reaction_name,model_equation,is_underground_rxn_prefix,crossref_status,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,rxndb_direct_match,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,usable_as_first_pass_training_label
MODEL_RXN:0004086,r_4733,monoethyl-succinate exchange,s_4277 --> ,False,model_only_no_external_crossref,,,,SBO:0000627,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004087,r_4734,ethyl-benzoate transport,s_4278 <=> s_4279,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004088,r_4735,ethyl-benzoate exchange,s_4279 --> ,False,model_only_no_external_crossref,,,,SBO:0000627,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004089,r_4736,ethyl-pyruvate transport,s_4280 <=> s_4281,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004090,r_4737,ethyl-pyruvate exchange,s_4281 --> ,False,model_only_no_external_crossref,,,,SBO:0000627,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004091,r_4738,benzyl-acetate transport,s_4288 <=> s_4289,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004092,r_4739,benzyl-acetate exchange,s_4289 --> ,False,model_only_no_external_crossref,,,,SBO:0000627,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004093,r_4740,ethyl-isobutyrate transport,s_4286 <=> s_4287,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004094,r_4741,ethyl-isobutyrate exchange,s_4287 --> ,False,model_only_no_external_crossref,,,,SBO:0000627,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004095,r_4742,ethyl-2-methylbutyrate transport,s_4283 <=> s_4284,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004096,r_4743,ethyl-2-methylbutyrate exchange,s_4284 --> ,False,model_only_no_external_crossref,,,,SBO:0000627,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004097,r_4744,"polyphosphate transport, v-c",s_0802 + s_4290 <=> s_0794 + s_4018,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004098,r_4745,"polyphosphate transport, c-m",s_0794 + s_4018 <=> s_0799 + s_4291,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004099,r_4746,"polyphosphate transport, c-n",s_0794 + s_4018 <=> s_0800 + s_4292,False,model_only_no_external_crossref,,,,SBO:0000655,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004100,r_4747,cytidine kinase (ATP),s_0434 + s_0543 --> s_0394 + s_0526 + s_0794,False,has_external_crossref,MNXR190860,R00513,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004101,r_4748,D-glyceraldehyde kinase,s_0434 + s_0570 --> s_0394 + s_0764 + s_0794,False,has_external_crossref,MNXR146589,R01059,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004102,r_4749,adenosine phosphorylase,s_0386 + s_1322 <=> s_0383 + s_0415,False,has_external_crossref,MNXR133777,R01561,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004103,r_4750,D-glucose 1-epimerase,s_3951 <=> s_3949,False,has_external_crossref,MNXR107082,R01602,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004104,r_4751,D-phenylalanine N-acetyltransferase,s_0373 + s_4296 --> s_0529 + s_4297,False,has_external_crossref,,R03903,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004105,r_4752,S-adenosylmethioninamine:cadaverine 3-aminopropyltransferase,s_1420 + s_4299 --> s_0303 + s_0794 + s_4300,False,has_external_crossref,,R08359,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004106,r_4753,thiamine phosphate synthase,s_0267 + 2 s_0794 + s_4301 <=> s_0456 + s_0633 + s_1497,False,has_external_crossref,MNXR114031,R10712,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004107,r_4754,flavin prenyltransferase,s_4295 + s_4298 <=> s_1326 + s_4312,False,has_external_crossref,MNXR114523,R11225,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004108,r_4755,(R)-2-hydroxyglutarate:pyruvate oxidoreductase,s_1401 + s_4302 --> s_0027 + s_0182,False,has_external_crossref,MNXR169718,R11593,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004109,r_4756,cytidine nucleosidase,s_0543 + s_0803 --> s_0545 + s_0575,False,has_external_crossref,MNXR177657,,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004110,r_4757,D-ribulokinase,s_0434 + s_4304 <=> s_0394 + s_0577 + s_0794,False,has_external_crossref,MNXR146238,,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004111,r_4758,deoxyguanosine phosphorylase,s_0134 + s_1322 <=> s_0787 + s_4305,False,has_external_crossref,MNXR146176,R01969,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004112,r_4759,deamino-NAD diphosphatase,s_0809 + s_4315 --> s_0426 + 2 s_0801 + s_4316,False,has_external_crossref,MNXR190936,R03004,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004113,r_4760,trans-4-hydroxy-L-proline dehydrogenase,s_1198 + s_4207 <=> s_0116 + 2 s_0794 + s_1203,False,has_external_crossref,MNXR100698,R03291,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004114,r_4761,3-hydroxykynurenine aminotransferase (2-oxoglutarate),s_0180 + s_0222 --> s_0803 + s_0991 + s_4331,False,has_external_crossref,MNXR162468,R04171,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004115,r_4762,(S)-3-hydroxyisobutyryl-CoA hydrolase,s_0807 + s_4306 <=> s_0532 + s_0799 + s_4307,False,has_external_crossref,MNXR190062,R05064,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004116,r_4763,"meso-2,3-butanediol dehydrogenase",s_1198 + s_4308 <=> s_0794 + s_1203 + s_4309,False,has_external_crossref,MNXR195390,R10504,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004117,r_4764,5-methylcytosine deaminase,s_0794 + s_0803 + s_4310 --> s_0419 + s_4311,False,has_external_crossref,MNXR101425,R01411,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004118,r_4765,ureidoglycolate hydrolase,s_1555 --> s_0779 + s_1552,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004119,r_4766,guanylate cyclase,s_0785 --> s_0195 + s_0633,False,has_external_crossref,MNXR189648,R00434,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004120,r_4767,kynurenine aminotransferase (2-oxoglutarate),s_0180 + s_1020 --> s_0991 + s_4294,False,has_external_crossref,MNXR162453,R12688,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004121,r_4768,farnesyl diphosphatase,s_0190 + s_0803 --> s_0633 + s_4303,False,model_only_no_external_crossref,,,,SBO:0000176,,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,False
MODEL_RXN:0004122,r_4769,bis(5'-adenosyl)-triphosphatase,s_0803 + s_4317 --> s_0394 + s_0423 + 2 s_0794,False,has_external_crossref,MNXR96340,R00187,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004123,r_4770,nucleoside diphosphate kinase,s_0437 + s_4322 --> s_0397 + s_0541,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004124,r_4771,nucleoside diphosphate kinase,s_0437 + s_4319 --> s_0397 + s_4318,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004125,r_4772,nucleoside diphosphate kinase,s_0437 + s_4323 --> s_0397 + s_4324,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004126,r_4773,nucleoside diphosphate kinase,s_0437 + s_4321 --> s_0397 + s_4320,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004127,r_4774,nucleoside diphosphate kinase,s_0437 + s_4325 --> s_0397 + s_4326,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004128,r_4775,nucleoside diphosphate kinase,s_0437 + s_0741 --> s_0397 + s_0786,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004129,r_4776,nucleoside diphosphate kinase,s_0437 + s_4314 --> s_0397 + s_4313,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004130,r_4777,nucleoside diphosphate kinase,s_0437 + s_4327 <=> s_0397 + s_4328,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004131,r_4778,nucleoside diphosphate kinase,s_0437 + s_4329 <=> s_0397 + s_4330,False,has_external_crossref,MNXR106405,R00139,,SBO:0000176,,,,,,curated_or_database_crossreferenced,external_crossref,preferred_reference_label,True
MODEL_RXN:0004132,rxn1,rxn1,s_0794 + s_1065 + s_1212 + s_1275 --> s_0803 + s_1207 + sn_103,True,no_external_crossref,,,,,True,rxn1,MNXR97424,1.3.1.14;1.3.3.2,1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004133,rxn10,rxn10,s_0794 + s_1203 + s_2894 --> s_1198 + s_2900,True,no_external_crossref,,,,,True,rxn10,MNXR130061_reverse,1.1.1.21,0.9047619048000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004134,rxn100,rxn100,s_0764 + sn_198 --> s_0775 + s_1427,True,no_external_crossref,,,,,True,rxn100,MNXR144362_reverse,2.6.1.49,0.68|0.7272727273,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004135,rxn1000,rxn1000,s_1318 + sn_225 --> s_1321 + s_4244,True,no_external_crossref,,,,,True,rxn1000,MNXR169759_reverse,,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004136,rxn1001,rxn1001,s_0286 + s_1318 --> s_3874 + s_4244,True,no_external_crossref,,,,,True,rxn1001,MNXR169759_reverse,,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004137,rxn1002,rxn1002,s_1051 + sn_377 --> s_1032 + s_4194,True,no_external_crossref,,,,,True,rxn1002,MNXR169759_reverse,,1.0|0.7826086957,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004138,rxn1003,rxn1003,sn_244 + sn_377 --> s_4194 + s_4297,True,no_external_crossref,,,,,True,rxn1003,MNXR169759_reverse,,1.0|0.5666666667,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004139,rxn1004,rxn1004,sn_225 + sn_377 --> s_1321 + s_4194,True,no_external_crossref,,,,,True,rxn1004,MNXR169759_reverse,,1.0|0.5333333333,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004140,rxn1005,rxn1005,s_0286 + sn_377 --> s_3874 + s_4194,True,no_external_crossref,,,,,True,rxn1005,MNXR169759_reverse,,1.0|0.5,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0004141,rxn1006,rxn1006,s_1051 + s_3800 --> s_1032 + s_3792,True,no_external_crossref,,,,,True,rxn1006,MNXR152078,2.4.1.128,1.0|0.875,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004142,rxn1007,rxn1007,s_3800 + sn_244 --> s_3792 + s_4297,True,no_external_crossref,,,,,True,rxn1007,MNXR152078,2.4.1.128,1.0|0.875,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004143,rxn1008,rxn1008,s_3800 + sn_225 --> s_1321 + s_3792,True,no_external_crossref,,,,,True,rxn1008,MNXR152078,2.4.1.128,1.0|0.8181818182,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004144,rxn1009,rxn1009,s_0286 + s_3800 --> s_3792 + s_3874,True,no_external_crossref,,,,,True,rxn1009,MNXR152078,2.4.1.128,1.0|0.7941176471,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004145,rxn101,rxn101,s_0556 + s_0764 --> s_0775 + s_1426,True,no_external_crossref,,,,,True,rxn101,MNXR144362_reverse,2.6.1.49,0.68|0.7083333333,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004146,rxn1010,rxn1010,s_1051 + s_4278 --> s_1032 + sn_231,True,no_external_crossref,,,,,True,rxn1010,MNXR152078,2.4.1.128,1.0|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004147,rxn1011,rxn1011,s_4278 + sn_244 --> s_4297 + sn_231,True,no_external_crossref,,,,,True,rxn1011,MNXR152078,2.4.1.128,1.0|0.7058823529,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004148,rxn1012,rxn1012,s_4278 + sn_225 --> s_1321 + sn_231,True,no_external_crossref,,,,,True,rxn1012,MNXR152078,2.4.1.128,0.9710144928000001|0.875,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004149,rxn1013,rxn1013,s_0286 + s_4278 --> s_3874 + sn_231,True,no_external_crossref,,,,,True,rxn1013,MNXR152078,2.4.1.128,0.9710144928000001|0.875,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004150,rxn1014,rxn1014,2 s_0794 + s_1212 + sn_40 --> s_0803 + s_1207 + sn_173,True,no_external_crossref,,,,,True,rxn1014,MNXR152078,2.4.1.128,0.9710144928000001|0.8181818182,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004151,rxn1015,rxn1015,sn_110 + sn_198 --> s_0547 + s_0561,True,no_external_crossref,,,,,True,rxn1015,MNXR152078,2.4.1.128,0.9710144928000001|0.7941176471,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004152,rxn1016,rxn1016,s_0580 + sn_110 --> s_0547 + s_0961,True,no_external_crossref,,,,,True,rxn1016,MNXR152078,2.4.1.128,0.9710144928000001|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004153,rxn1017,rxn1017,s_4117 + sn_110 --> s_0547 + s_3875,True,no_external_crossref,,,,,True,rxn1017,MNXR152078,2.4.1.128,0.9710144928000001|0.7058823529,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004154,rxn1018,rxn1018,s_0689 + s_0803 --> s_0423 + s_0717 + 2 s_0794,True,no_external_crossref,,,,,True,rxn1018,MNXR152078,2.4.1.128,0.9705882353|0.7812500000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004155,rxn1019,rxn1019,s_1203 + s_1275 + sn_371 --> s_0803 + s_1198 + s_1321,True,no_external_crossref,,,,,True,rxn1019,MNXR152078,2.4.1.128,0.9705882353|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004156,rxn102,rxn102,s_0548 + s_0764 --> s_0568 + s_0775,True,no_external_crossref,,,,,True,rxn102,MNXR144362_reverse,2.6.1.49,0.68|0.7083333333,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004157,rxn1020,rxn1020,s_0345 + s_0803 --> s_0141,True,no_external_crossref,,,,,True,rxn1020,MNXR152078,2.4.1.128,0.9705882353|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004158,rxn1021,rxn1021,s_0629 + sn_249 --> s_0154 + s_0767,True,no_external_crossref,,,,,True,rxn1021,MNXR152078,2.4.1.128,0.9705882353|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004159,rxn1022,rxn1022,sn_249 + sn_30 --> s_0154 + sn_31,True,no_external_crossref,,,,,True,rxn1022,MNXR152078,2.4.1.128,0.9420289855|0.7812500000000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004160,rxn1023,rxn1023,sn_249 + sn_95 --> s_0154 + s_0340,True,no_external_crossref,,,,,True,rxn1023,MNXR152078,2.4.1.128,0.9420289855|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004161,rxn1024,rxn1024,s_0258 + sn_249 --> s_0154 + s_0260,True,no_external_crossref,,,,,True,rxn1024,MNXR152078,2.4.1.128,0.9420289855|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004162,rxn1025,rxn1025,s_0717 + 2 s_0794 + s_1269 --> s_0061 + s_0714,True,no_external_crossref,,,,,True,rxn1025,MNXR152078,2.4.1.128,0.9420289855|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004163,rxn1026,rxn1026,s_0689 + sn_36 --> s_0687 + s_0794 + s_1445,True,no_external_crossref,,,,,True,rxn1026,MNXR152078,2.4.1.128,0.8571428571|0.875,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004164,rxn1027,rxn1027,s_0689 + sn_227 --> s_0687 + s_0794 + s_1446,True,no_external_crossref,,,,,True,rxn1027,MNXR152078,2.4.1.128,0.8571428571|0.875,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004165,rxn1028,rxn1028,s_0689 + sn_305 --> s_0687 + s_0794 + s_4217,True,no_external_crossref,,,,,True,rxn1028,MNXR152078,2.4.1.128,0.8571428571|0.8181818182,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004166,rxn1029,rxn1029,s_0689 + sn_42 --> s_0687 + s_0794 + s_4217,True,no_external_crossref,,,,,True,rxn1029,MNXR152078,2.4.1.128,0.8571428571|0.7941176471,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004167,rxn103,rxn103,s_0764 + sn_330 --> s_0767 + s_0775,True,no_external_crossref,,,,,True,rxn103,MNXR144362_reverse,2.6.1.49,0.68|0.5925925926,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004168,rxn1030,rxn1030,s_0689 + s_3485 --> s_0687 + s_0794 + s_3483,True,no_external_crossref,,,,,True,rxn1030,MNXR152078,2.4.1.128,0.8571428571|0.7575757576000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004169,rxn1031,rxn1031,s_0689 + s_3481 --> s_0687 + s_0794 + s_3479,True,no_external_crossref,,,,,True,rxn1031,MNXR152078,2.4.1.128,0.8571428571|0.7058823529,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004170,rxn1032,rxn1032,s_0803 + sn_392 --> s_0079 + s_0794 + s_1449,True,no_external_crossref,,,,,True,rxn1032,MNXR182110_reverse,4.1.1.65,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004171,rxn1033,rxn1033,s_0803 + sn_54 --> s_0079 + s_0794 + s_1286,True,no_external_crossref,,,,,True,rxn1033,MNXR182110_reverse,4.1.1.65,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004172,rxn1034,rxn1034,s_0803 + sn_289 --> s_0079 + s_0794 + s_1161,True,no_external_crossref,,,,,True,rxn1034,MNXR182145,1.1.5.6,0.756097561|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004173,rxn1035,rxn1035,s_0803 + sn_262 --> s_0079 + s_0595 + s_0794,True,no_external_crossref,,,,,True,rxn1035,MNXR191679,2.4.1.341,0.6911764706|0.9358974359000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004174,rxn1036,rxn1036,s_0803 + sn_368 --> s_0079 + s_0794 + s_1260,True,no_external_crossref,,,,,True,rxn1036,MNXR191679,2.4.1.341,0.6911764706|0.9113924051000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004175,rxn1037,rxn1037,s_0386 + s_1565 --> s_0423 + s_1563,True,no_external_crossref,,,,,True,rxn1037,MNXR191679,2.4.1.341,0.6911764706|0.9358974359000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004176,rxn1038,rxn1038,s_1565 + s_4106 --> s_0390 + s_1563,True,no_external_crossref,,,,,True,rxn1038,MNXR191679,2.4.1.341,0.6911764706|0.9113924051000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004177,rxn1039,rxn1039,s_0132 + s_1565 --> s_0584 + s_1563,True,no_external_crossref,,,,,True,rxn1039,MNXR191679,2.4.1.341,0.6808510638|0.9358974359000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004178,rxn104,rxn104,s_0570 + s_0764 --> s_0551 + s_0775,True,no_external_crossref,,,,,True,rxn104,MNXR144362_reverse,2.6.1.49,0.68|0.5714285714,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004179,rxn1040,rxn1040,s_0386 + s_1388 --> s_0423 + sn_226,True,no_external_crossref,,,,,True,rxn1040,MNXR191679,2.4.1.341,0.6808510638|0.9113924051000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004180,rxn1041,rxn1041,s_1388 + s_4106 --> s_0390 + sn_226,True,no_external_crossref,,,,,True,rxn1041,MNXR191679,2.4.1.341,0.6808510638|0.9358974359000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004181,rxn1042,rxn1042,s_0132 + s_1388 --> s_0584 + sn_226,True,no_external_crossref,,,,,True,rxn1042,MNXR191679,2.4.1.341,0.6808510638|0.9113924051000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004182,rxn1043,rxn1043,s_0386 + s_0584 --> s_0132 + s_0423,True,no_external_crossref,,,,,True,rxn1043,MNXR107610_reverse,1.1.1.313,0.5238095238,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004183,rxn1044,rxn1044,s_0386 + s_0582 --> s_0132 + s_0394,True,no_external_crossref,,,,,True,rxn1044,MNXR107610_reverse,1.1.1.313,0.47727272730000003,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004184,rxn1045,rxn1045,s_0584 + s_4106 --> s_0132 + s_0390,True,no_external_crossref,,,,,True,rxn1045,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.8,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004185,rxn1046,rxn1046,s_0386 + s_1224 --> s_0423 + s_1218,True,no_external_crossref,,,,,True,rxn1046,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.75,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004186,rxn1047,rxn1047,s_0415 + s_1198 --> s_1218 + s_3760,True,no_external_crossref,,,,,True,rxn1047,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.6923076923,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004187,rxn1048,rxn1048,s_1224 + s_4106 --> s_0390 + s_1218,True,no_external_crossref,,,,,True,rxn1048,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.6923076923,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004188,rxn1049,rxn1049,s_1198 + sn_110 --> s_1218 + s_3761,True,no_external_crossref,,,,,True,rxn1049,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.6923076923,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004189,rxn105,rxn105,s_0764 + s_3958 --> s_0775 + sn_31,True,no_external_crossref,,,,,True,rxn105,MNXR144362_reverse,2.6.1.49,0.68|0.5555555556,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0004190,rxn1050,rxn1050,s_1198 + sn_174 --> s_0591 + s_1218,True,no_external_crossref,,,,,True,rxn1050,MNXR95729_reverse,1.1.1;1.1.1.-;1.1.1.1;1.1.1.188;1.1.1.2;1.1.1.21,0.6923076923,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
