reaction_uid,model_reaction_id,reaction_name,model_equation,is_underground_rxn_prefix,crossref_status,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,rxndb_direct_match,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,usable_as_first_pass_training_label
MODEL_RXN:0007420,rxn961,rxn961,s_0794 + s_1198 + s_1322 --> s_0803 + s_1207,True,no_external_crossref,,,,,True,rxn961,MNXR116459_reverse,6.3.2;6.3.2.-,0.6779661017|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007421,rxn962,rxn962,s_0394 + s_0794 + sn_174 --> s_0591 + s_0803,True,no_external_crossref,,,,,True,rxn962,MNXR116459_reverse,6.3.2;6.3.2.-,0.6739130435|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007422,rxn963,rxn963,s_0794 + s_4068 --> s_0195 + s_0803,True,no_external_crossref,,,,,True,rxn963,MNXR116459_reverse,6.3.2;6.3.2.-,0.6739130435|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007423,rxn964,rxn964,s_0394 + s_0415 + s_0794 --> s_0803 + s_3760,True,no_external_crossref,,,,,True,rxn964,MNXR116459_reverse,6.3.2;6.3.2.-,0.6739130435|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007424,rxn965,rxn965,s_0394 + s_0794 + sn_110 --> s_0803 + s_3761,True,no_external_crossref,,,,,True,rxn965,MNXR116459_reverse,6.3.2;6.3.2.-,0.6739130435|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007425,rxn966,rxn966,s_0386 + s_0794 + s_1322 --> s_0423 + s_0803,True,no_external_crossref,,,,,True,rxn966,MNXR116459_reverse,6.3.2;6.3.2.-,0.652173913|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007426,rxn967,rxn967,2 s_0794 + s_1203 + s_2828 --> s_0803 + s_0937 + s_1198,True,no_external_crossref,,,,,True,rxn967,MNXR116459_reverse,6.3.2;6.3.2.-,0.652173913|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007427,rxn968,rxn968,s_0767 + s_2957 --> s_0794 + s_0803 + s_3224,True,no_external_crossref,,,,,True,rxn968,MNXR116459_reverse,6.3.2;6.3.2.-,0.6393442623000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007428,rxn969,rxn969,s_0633 + sn_21 --> s_0745 + s_0794 + s_0803,True,no_external_crossref,,,,,True,rxn969,MNXR116459_reverse,6.3.2;6.3.2.-,0.6382978723|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007429,rxn97,rxn97,s_0434 + s_0794 + s_1212 + sn_274 --> s_0423 + s_0633 + s_1207 + sn_387,True,no_external_crossref,,,,,True,rxn97,MNXR144362_reverse,2.6.1.49,0.724137931|0.5294117647000001,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007430,rxn970,rxn970,s_1322 + sn_381 --> s_0794 + s_0803 + s_3636,True,no_external_crossref,,,,,True,rxn970,MNXR116459_reverse,6.3.2;6.3.2.-,0.6382978723|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007431,rxn971,rxn971,s_1322 + sn_175 --> s_0794 + s_0803 + s_3632,True,no_external_crossref,,,,,True,rxn971,MNXR116459_reverse,6.3.2;6.3.2.-,0.6304347826000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007432,rxn972,rxn972,s_2957 + s_3232 --> s_0794 + s_0803 + s_3263,True,no_external_crossref,,,,,True,rxn972,MNXR116459_reverse,6.3.2;6.3.2.-,0.6304347826000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007433,rxn973,rxn973,s_3224 + s_3502 --> s_0794 + s_0803 + s_3263,True,no_external_crossref,,,,,True,rxn973,MNXR116459_reverse,6.3.2;6.3.2.-,0.6304347826000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007434,rxn974,rxn974,s_2957 + sn_144 --> s_0794 + s_0803 + s_3238,True,no_external_crossref,,,,,True,rxn974,MNXR116459_reverse,6.3.2;6.3.2.-,0.6304347826000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007435,rxn975,rxn975,s_2956 + s_3232 --> s_0794 + s_0803 + s_3238,True,no_external_crossref,,,,,True,rxn975,MNXR116459_reverse,6.3.2;6.3.2.-,0.6304347826000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007436,rxn976,rxn976,s_3502 + sn_397 --> s_0794 + s_0803 + s_3238,True,no_external_crossref,,,,,True,rxn976,MNXR116459_reverse,6.3.2;6.3.2.-,0.6274509804|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007437,rxn977,rxn977,s_3224 + s_3497 --> s_0794 + s_0803 + s_3238,True,no_external_crossref,,,,,True,rxn977,MNXR116459_reverse,6.3.2;6.3.2.-,0.6170212766000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007438,rxn978,rxn978,s_3502 + sn_17 --> s_0794 + s_0803 + s_3238,True,no_external_crossref,,,,,True,rxn978,MNXR116459_reverse,6.3.2;6.3.2.-,0.6170212766000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007439,rxn979,rxn979,s_3497 + sn_17 --> s_0794 + s_0803 + s_3234,True,no_external_crossref,,,,,True,rxn979,MNXR116459_reverse,6.3.2;6.3.2.-,0.6153846154|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007440,rxn98,rxn98,s_0734 + s_3810 --> sn_194,True,no_external_crossref,,,,,True,rxn98,MNXR144362_reverse,2.6.1.49,0.724137931|0.5263157895,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007441,rxn980,rxn980,s_2956 + sn_144 --> s_0794 + s_0803 + s_3234,True,no_external_crossref,,,,,True,rxn980,MNXR116459_reverse,6.3.2;6.3.2.-,0.6153846154|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007442,rxn981,rxn981,s_3497 + sn_397 --> s_0794 + s_0803 + s_3234,True,no_external_crossref,,,,,True,rxn981,MNXR116459_reverse,6.3.2;6.3.2.-,0.6086956522|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007443,rxn982,rxn982,s_1048 + s_1271 --> s_0855 + s_0973,True,no_external_crossref,,,,,True,rxn982,MNXR116459_reverse,6.3.2;6.3.2.-,0.6086956522|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007444,rxn983,rxn983,s_1203 + s_1275 + s_3800 --> s_0803 + s_1198 + s_3874,True,no_external_crossref,,,,,True,rxn983,MNXR116459_reverse,6.3.2;6.3.2.-,0.6086956522|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007445,rxn984,rxn984,s_1203 + s_1275 + sn_387 --> s_0803 + s_1198 + sn_274,True,no_external_crossref,,,,,True,rxn984,MNXR116459_reverse,6.3.2;6.3.2.-,0.6086956522|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007446,rxn985,rxn985,s_0794 + s_1203 + s_1275 + sn_394 --> s_0803 + s_1198 + sn_145,True,no_external_crossref,,,,,True,rxn985,MNXR136561,,0.5862068966,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007447,rxn986,rxn986,sn_110 --> s_0575,True,no_external_crossref,,,,,True,rxn986,MNXR100802_reverse,1.1.1.128;1.1.1.264,1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007448,rxn987,rxn987,s_0951 + sn_225 --> s_0204 + s_1321,True,no_external_crossref,,,,,True,rxn987,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.9687500000000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007449,rxn988,rxn988,s_0286 + s_0951 --> s_0204 + s_3874,True,no_external_crossref,,,,,True,rxn988,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007450,rxn989,rxn989,s_1051 + s_1321 --> s_1032 + sn_225,True,no_external_crossref,,,,,True,rxn989,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007451,rxn99,rxn99,s_0580 + s_0764 --> s_0557 + s_0775,True,no_external_crossref,,,,,True,rxn99,MNXR144362_reverse,2.6.1.49,0.68|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007452,rxn990,rxn990,s_1321 + sn_244 --> s_4297 + sn_225,True,no_external_crossref,,,,,True,rxn990,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007453,rxn991,rxn991,s_0286 + s_1321 --> s_3874 + sn_225,True,no_external_crossref,,,,,True,rxn991,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007454,rxn992,rxn992,s_1051 + s_3874 --> s_0286 + s_1032,True,no_external_crossref,,,,,True,rxn992,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007455,rxn993,rxn993,s_3874 + sn_244 --> s_0286 + s_4297,True,no_external_crossref,,,,,True,rxn993,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007456,rxn994,rxn994,s_1051 + sn_40 --> s_1032 + sn_27,True,no_external_crossref,,,,,True,rxn994,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007457,rxn995,rxn995,sn_244 + sn_40 --> s_4297 + sn_27,True,no_external_crossref,,,,,True,rxn995,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.8235294118|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007458,rxn996,rxn996,sn_225 + sn_40 --> s_1321 + sn_27,True,no_external_crossref,,,,,True,rxn996,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.7209302326|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007459,rxn997,rxn997,s_0286 + sn_40 --> s_3874 + sn_27,True,no_external_crossref,,,,,True,rxn997,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.7209302326|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007460,rxn998,rxn998,s_1051 + s_1318 --> s_1032 + s_4244,True,no_external_crossref,,,,,True,rxn998,MNXR170098_reverse,3.1.3.106;3.1.3.76,0.6666666667000001|1,underground_rxndb_provenance,prediction_provenance,candidate_label_with_ec_and_review,False
MODEL_RXN:0007461,rxn999,rxn999,s_1318 + sn_244 --> s_4244 + s_4297,True,no_external_crossref,,,,,True,rxn999,MNXR169759_reverse,,1.0|1.0,underground_rxndb_provenance,prediction_provenance,candidate_label_with_review,False
MODEL_RXN:0007462,rxnu102,rxnu102,snu_100 --> snu_102,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007463,rxnu105,rxnu105,snu_103 --> snu_105,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007464,rxnu108,rxnu108,snu_106 --> snu_108,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007465,rxnu111,rxnu111,snu_109 --> snu_111,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007466,rxnu114,rxnu114,snu_112 --> snu_114,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007467,rxnu117,rxnu117,snu_115 --> snu_117,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007468,rxnu12,rxnu12,snu_10 --> snu_12,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007469,rxnu120,rxnu120,snu_118 --> snu_120,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007470,rxnu123,rxnu123,snu_121 --> snu_123,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007471,rxnu126,rxnu126,snu_124 --> snu_126,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007472,rxnu129,rxnu129,snu_127 --> snu_129,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007473,rxnu132,rxnu132,snu_130 --> snu_132,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007474,rxnu135,rxnu135,snu_133 --> snu_135,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007475,rxnu138,rxnu138,snu_136 --> snu_138,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007476,rxnu141,rxnu141,snu_139 --> snu_141,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007477,rxnu144,rxnu144,snu_142 --> snu_144,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007478,rxnu147,rxnu147,snu_145 --> snu_147,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007479,rxnu15,rxnu15,snu_13 --> snu_15,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007480,rxnu150,rxnu150,snu_148 --> snu_150,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007481,rxnu153,rxnu153,snu_151 --> snu_153,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007482,rxnu18,rxnu18,snu_16 --> snu_18,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007483,rxnu21,rxnu21,snu_19 --> snu_21,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007484,rxnu24,rxnu24,snu_22 --> snu_24,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007485,rxnu27,rxnu27,snu_25 --> snu_27,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007486,rxnu3,rxnu3,snu_1 --> snu_3,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007487,rxnu30,rxnu30,snu_28 --> snu_30,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007488,rxnu33,rxnu33,snu_31 --> snu_33,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007489,rxnu36,rxnu36,snu_34 --> snu_36,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007490,rxnu39,rxnu39,snu_37 --> snu_39,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007491,rxnu42,rxnu42,snu_40 --> snu_42,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007492,rxnu45,rxnu45,snu_43 --> snu_45,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007493,rxnu48,rxnu48,snu_46 --> snu_48,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007494,rxnu51,rxnu51,snu_49 --> snu_51,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007495,rxnu54,rxnu54,snu_52 --> snu_54,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007496,rxnu57,rxnu57,snu_55 --> snu_57,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007497,rxnu6,rxnu6,snu_4 --> snu_6,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007498,rxnu60,rxnu60,snu_58 --> snu_60,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007499,rxnu63,rxnu63,snu_61 --> snu_63,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007500,rxnu66,rxnu66,snu_64 --> snu_66,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007501,rxnu69,rxnu69,snu_67 --> snu_69,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007502,rxnu72,rxnu72,snu_70 --> snu_72,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007503,rxnu75,rxnu75,snu_73 --> snu_75,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007504,rxnu78,rxnu78,snu_76 --> snu_78,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007505,rxnu81,rxnu81,snu_79 --> snu_81,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007506,rxnu84,rxnu84,snu_82 --> snu_84,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007507,rxnu87,rxnu87,snu_85 --> snu_87,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007508,rxnu9,rxnu9,snu_7 --> snu_9,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007509,rxnu90,rxnu90,snu_88 --> snu_90,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
MODEL_RXN:0007510,rxnu93,rxnu93,snu_91 --> snu_93,True,no_external_crossref,,,,,False,,,,,underground_no_selected_rxndb_match,review_required,exclude_until_provenance_resolved,False
