reaction_uid,model_reaction_id,reaction_name,is_underground_rxn_prefix,model_equation,metanetx_reaction_id,kegg_reaction_id,kegg_pathway_ids,bigg_reaction_id,sbo_id,mnx_equation,mnx_reference,mnx_classifs,mnx_is_balanced,mnx_is_transport,crossref_status,notes
MODEL_RXN:0003489,r_4121,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3251 --> 1.403927684 s_3738 + 0.508826 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003490,r_4122,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3252 --> 1.377889804 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003491,r_4123,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3253 --> 1.373858044 s_3738 + 0.763239 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003492,r_4124,"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3254 --> 1.405943564 s_3738 + 0.508826 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003493,r_4125,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3255 --> 1.401911804 s_3738 + 0.508826 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003494,r_4126,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3256 --> 1.405943564 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003495,r_4127,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3257 --> 1.401911804 s_3738 + 0.508826 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003496,r_4128,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3258 --> 1.379905684 s_3738 + 0.51285776 s_3740 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003497,r_4129,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3259 --> 1.375873924 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003498,r_4130,"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3260 --> 1.407959444 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003499,r_4131,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3261 --> 1.403927684 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003500,r_4132,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3262 --> 1.407959444 s_3738 + 0.51285776 s_3740 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003501,r_4133,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3263 --> 1.403927684 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003502,r_4134,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3264 --> 1.377889804 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003503,r_4135,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3265 --> 1.373858044 s_3738 + 0.763239 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003504,r_4136,"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3266 --> 1.405943564 s_3738 + 0.508826 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003505,r_4137,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3267 --> 1.401911804 s_3738 + 0.508826 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003506,r_4138,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3268 --> 1.405943564 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003507,r_4139,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3269 --> 1.401911804 s_3738 + 0.508826 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003508,r_4140,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3308 --> 1.405943564 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003509,r_4141,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3309 --> 1.401911804 s_3738 + 0.508826 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003510,r_4142,"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3310 --> 1.433997324 s_3738 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003511,r_4143,"cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3311 --> 1.429965564 s_3738 + 0.254413 s_3741 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003512,r_4144,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3312 --> 1.433997324 s_3738 + 0.25642888 s_3740 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003513,r_4145,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3313 --> 1.429965564 s_3738 + 0.254413 s_3741 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003514,r_4146,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3314 --> 1.403927684 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003515,r_4147,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3315 --> 1.401911804 s_3738 + 0.508826 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003516,r_4148,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3316 --> 1.431981444 s_3738 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003517,r_4149,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3317 --> 1.429965564 s_3738 + 0.254413 s_3741 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003518,r_4150,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3318 --> 1.431981444 s_3738 + 0.25642888 s_3740 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003519,r_4151,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3319 --> 1.429965564 s_3738 + 0.254413 s_3741 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003520,r_4152,Cytochrome c apocytochrome-c-lyase,False,s_3748 <=> s_0712 + s_3749,MNXR138510,R02480,,HEMELm,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003521,r_4153,(R)-Acetoin:NAD+ oxidoreductase,False,s_0794 + s_1203 + s_3750 --> s_0020 + s_1198,MNXR95419,R02855,,ACTD,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1467@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM664@MNXD1 + 1 MNXM8@MNXD1,rheaR:22900,1.1.1.303,B,,has_external_crossref,
MODEL_RXN:0003522,r_4154,Probable diacetyl reductase [(R)-acetoin forming] 2 (EC 1.1.1.303),False,s_1201 + s_3751 <=> s_0794 + s_3752 + s_3753,MNXR95419,R02855,,,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1467@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM664@MNXD1 + 1 MNXM8@MNXD1,rheaR:22900,1.1.1.303,B,,has_external_crossref,
MODEL_RXN:0003523,r_4155,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112)",False,s_0437 + s_0807 + s_3754 + s_3755 --> s_0397 + s_0799 + s_0993 + s_1326 + s_3756,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003524,r_4156,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M),False,s_0810 + s_3757 <=> s_3758 + s_3759,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003525,r_4157,ADP-ribose 1''-phosphate phosphatase (EC 3.1.3.84) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase),False,s_0803 + s_3760 <=> s_1322 + s_3761,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003526,r_4158,NADPH2:quinone oxidoreductase,False,s_0794 + s_1212 + 2 s_3762 <=> s_1207 + 2 s_3763,MNXR107466,R02364,,,SBO:0000176,2 MNXM1776@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 2 MNXM730660@MNXD1,keggR:R02364,1.6.5.5,,,has_external_crossref,
MODEL_RXN:0003527,r_4159,UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14),False,s_3764 + s_3765 <=> s_0795 + s_3766 + s_3767,MNXR100208,R05970,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003528,r_4160,ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase),False,s_0803 + s_3761 <=> s_0423 + 2 s_0794 + s_3768,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003529,r_4161,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),False,s_0968 <=> s_0965,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003530,r_4162,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),False,s_1009 <=> s_1006,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003531,r_4163,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),False,s_1028 <=> s_1025,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003532,r_4164,oxalate:CoA ligase (AMP-forming),False,s_0439 + s_0534 + s_3769 <=> s_0426 + s_0638 + s_3770,MNXR102232,R01558,,,SBO:0000176,1 MNXM11@MNXD1 + 1 MNXM618@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM291@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1,rheaR:18293,6.2.1.8,B,,has_external_crossref,
MODEL_RXN:0003533,r_4165,Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2),False,s_0804 + s_3771 <=> s_3772 + s_3773,MNXR109971,R05980,,,SBO:0000176,1 MNXM1105029@MNXD1 + 1 MNXM9295@MNXD1 = 1 MNXM9298@MNXD1 + 1 WATER@MNXD1,keggR:R05980,3.2.1.207,,,has_external_crossref,
MODEL_RXN:0003534,r_4166,Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2),False,s_0804 + s_3773 <=> s_3772 + s_3774,MNXR109972,R05981,,,SBO:0000176,1 MNXM1105029@MNXD1 + 1 MNXM6479@MNXD1 = 1 MNXM9295@MNXD1 + 1 WATER@MNXD1,keggR:R05981,3.2.1.207,,,has_external_crossref,
MODEL_RXN:0003535,r_4167,Vacuolar cation-chloride cotransporter 1 (Vacuolar homolog of CCC family protein 1),False,s_3775 + s_3776 + s_3777 <=> s_1373 + s_1437 + s_3778,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003536,r_4168,Probable metabolite transport protein YBR241C,False,s_0553 <=> s_3779,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003537,r_4169,Probable metabolite transport protein YBR241C,False,s_0558 <=> s_3780,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003538,r_4170,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase,False,s_0646 + s_3764 <=> s_3765 + s_3781,MNXR106786,R01007,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003539,r_4171,(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase,False,s_0750 + s_0803 --> s_0983 + s_0991,MNXR108524,R03916,,GTHRDH_syn,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003540,r_4172,P-type cation-transporting ATPase (EC 3.6.3.3) (Cadmium resistance protein 2) (Cadmium-translocating P-type ATPase) (Cd(2+)-exporting ATPase),False,s_0434 + s_0803 + s_3782 --> s_0394 + s_0794 + s_1322 + s_3783,,,,CD2abc1,SBO:0000655,,,,,,has_external_crossref,
MODEL_RXN:0003541,r_4173,L-cysteine:sulfur-acceptor sulfurtransferase,False,s_3784 + s_3785 <=> s_0957 + s_3786,MNXR114822,R11528,,,SBO:0000176,1 MNXM1105732@MNXD1 + 1 MNXM163257@MNXD1 = 1 MNXM73306@MNXD1 + 1 MNXM738068@MNXD1,keggR:R11528,2.8.1.7,,,has_external_crossref,
MODEL_RXN:0003542,r_4174,Probable ATP-dependent permease,False,s_3787 <=> s_3788,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003543,r_4175,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),False,s_1198 + s_3789 <=> s_0794 + s_1203 + s_3790,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003544,r_4176,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),False,s_1198 + s_3791 <=> s_0794 + s_1203 + s_3792,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003545,r_4177,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),False,s_1198 + s_3793 <=> s_0794 + s_1203 + s_3794,MNXR94914,R05347,,3MBZALDH,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM4040@MNXD1 = 1 MNXM3486@MNXD1 + 1 MNXM8@MNXD1,keggR:R05347,1.1.1.21;1.1.1.90,B,,has_external_crossref,
MODEL_RXN:0003546,r_4178,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),False,s_1198 + s_3795 <=> s_0794 + s_1203 + s_3796,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003547,r_4179,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),False,s_1198 + s_3797 <=> s_0794 + s_1203 + s_3798,,,,4MBZALDH,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003548,r_4180,Benzyl alcohol:NAD+ oxidoreductase,False,s_1198 + s_3799 <=> s_0794 + s_1203 + s_3800,MNXR96362,R01763,,BZALDH,SBO:0000176,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM371@MNXD1 = 1 MNXM562@MNXD1 + 1 MNXM8@MNXD1,rheaR:64696,1.1.1.1;1.1.1.21;1.1.1.90,B,,has_external_crossref,
MODEL_RXN:0003549,r_4181,Manganese-transporting ATPase 1 (EC 3.6.3.-),False,s_0434 + s_0803 + s_3801 <=> s_0394 + s_0794 + s_1322 + s_3802,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003550,r_4183,D-Mannitol:NAD+ 2-oxidoreductase,False,s_1198 + s_3805 <=> s_0553 + s_0794 + s_1203,MNXR101675,R00868,,MNLDH2,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003551,r_4184,4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming),False,s_3806 <=> 2 s_1399,MNXR106336,R00008,,,SBO:0000176,1 MNXM2196@MNXD1 = 2 MNXM23@MNXD1,rheaR:22748,4.1.3.17,B,,has_external_crossref,
MODEL_RXN:0003552,r_4185,oxaloacetate carboxy-lyase (pyruvate-forming),False,s_0794 + s_1271 --> s_0456 + s_1399,MNXR102097,R00217,,OAADC,SBO:0000176,1 MNXM13@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM46@MNXD1,rheaR:15641,1.1.1.38;1.1.1.40;4.1.1.112;4.1.1.3;4.1.1.32;4.1.2.52;4.1.3.16;4.1.3.17;4.1.3.39;4.4.1.1,B,,has_external_crossref,
MODEL_RXN:0003553,r_4186,L-methionine:thioredoxin-disulfide S-oxidoreductase,False,s_0803 + s_1029 + s_1620 <=> s_0794 + s_1616 + s_3807,MNXR101484,R07606,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003554,r_4187,L-proline:tRNA(Pro) ligase (AMP-forming),False,s_0437 + s_1037 + s_3808 --> s_0424 + s_0636 + s_3809,MNXR103208,R03661,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003555,r_4188,Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.-),False,s_0750 --> s_0983 + s_3810,,R11861,,GGCLUT2,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003556,r_4189,4a-hydroxytetrahydrobiopterin hydro-lyase,False,s_3811 <=> s_0807 + s_3812,MNXR143540,R04734,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003557,r_4190,superoxide:superoxide oxidoreductase,False,2 s_0799 + 2 s_3813 --> s_0838 + s_1278,MNXR104498,R00275,,SPODMm,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003558,r_4191,2-Deoxy-D-glucose 6-phosphate phosphohydrolase,False,s_0803 + s_3814 <=> s_1322 + s_3815,MNXR94794,R02587,,2DOXG6PP,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003559,r_4192,Cytochrome c lysine N-methyltransferase 1 (EC 2.1.1.59),False,s_1416 + s_3816 <=> s_0794 + s_1413 + s_3817,MNXR108494,R03875,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003560,r_4193,S-Adenosyl-L-methionine:histone-L-lysine N6-methyltransferase,False,s_3818 + s_3819 <=> s_0800 + s_3820 + s_3821,MNXR108541,R03938,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003561,r_4194,Zinc transporter YKE4,False,s_3822 <=> s_3823,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003562,r_4195,Zinc transporter YKE4,False,s_4026 <=> s_4027,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003563,r_4196,NADH:ferricytochrome-b5 oxidoreductase,False,s_2818 + 2 s_4210 <=> s_2783 + 2 s_4209,MNXR106388,R00100,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003564,r_4197,NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase) (P35),False,s_1205 + 2 s_3826 <=> s_0799 + s_1200 + 2 s_3827,MNXR106388,R00100,,FCYTOB5OXR_m,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003565,r_4198,Benzil reductase ((S)-benzoin forming) IRC24 (EC 1.1.1.320) (Increased recombination centers protein 24),False,s_1207 + s_3828 <=> s_0794 + s_1212 + s_3829,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003566,r_4199,Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I),False,s_3830 + s_3831 <=> s_3832 + s_3833,MNXR125877,R03522,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003567,r_4200,Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I),False,s_0750 + s_3834 <=> s_3835 + s_3836,MNXR125877,R03522,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003568,r_4201,Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I),False,s_0752 + s_4028 <=> s_4029 + s_4030,MNXR125877,R03522,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003569,r_4202,L-methionine:oxidized-thioredoxin S-oxidoreductase,False,s_0803 + s_1029 + s_1620 <=> s_0794 + s_1616 + s_3837,MNXR101484,R02025,,METSOXR1,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003570,r_4203,Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I),False,s_0810 + s_3838 <=> s_3759 + s_3839,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003571,r_4204,Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I),False,s_0810 + s_3840 <=> s_1024 + s_3759,,,,,SBO:0000176,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003572,r_4205,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),False,s_0434 + 2 s_0803 + s_3810 --> s_0394 + s_0794 + s_0991 + s_1322,MNXR138674,R00251,,OPAH,SBO:0000176,1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM722719@MNXD1 + 2 WATER@MNXD1,rheaR:10348,3.5.2.9,B,,has_external_crossref,
MODEL_RXN:0003573,r_4206,threo-3-hydroxy-L-aspartate ammonia-lyase,False,s_3841 <=> s_0419 + s_1271,MNXR109814,R05758,,,SBO:0000176,1 MNXM46@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM4918@MNXD1,rheaR:12424,4.3.1.16,B,,has_external_crossref,
MODEL_RXN:0003574,r_4207,Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1),False,s_3842 + s_3843 <=> s_3844 + s_3845,MNXR125877,R03522,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003575,r_4208,glutathione:dehydroascorbate oxidoreductase,False,2 s_0750 + s_3846 <=> s_0754 + s_3847,MNXR138490,R01108,,GTHDH,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003576,r_4209,Glutathione S-transferase omega-like 2 (EC 2.5.1.18) (Extracellular mutant protein 4) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1),False,2 s_3843 + s_3848 <=> s_3849 + s_3850,MNXR138490,R01108,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003577,r_4210,urea hydro-lyase (cyanamide-forming),False,s_1552 <=> s_0803 + s_3851,MNXR106683,R00778,,,SBO:0000176,1 MNXM117@MNXD1 = 1 MNXM736378@MNXD1 + 1 WATER@MNXD1,rheaR:23056,4.2.1.69,B,,has_external_crossref,
MODEL_RXN:0003578,r_4211,"D-ribose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5-phosphate-lyase (glutamine-hydrolyzing)",False,s_0764 + s_0999 + s_3852 <=> s_0794 + 3 s_0803 + s_0991 + s_1322 + s_1393,MNXR140225,R10089,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003579,r_4212,"D-ribulose 5-phosphate,D-glyceraldehyde 3-phosphate pyridoxal 5-phosphate-lyase",False,s_0577 + s_0764 + s_0999 <=> s_0794 + 3 s_0803 + s_0991 + s_1322 + s_1393,MNXR103369,R07456,,PYDXS,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003580,r_4214,L-cysteinylglycine dipeptidase,False,s_0803 + s_0983 <=> s_0981 + s_1003,MNXR95828,R00899,,AMPTASECG,SBO:0000176,1 MNXM29@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM683@MNXD1 + 1 WATER@MNXD1,rheaR:28783,3.4.11;3.4.11.1;3.4.11.2;3.4.11.23;3.4.13;3.4.13.-;3.4.13.18,B,,has_external_crossref,
