reaction_uid,model_reaction_id,reaction_name,is_underground_rxn_prefix,model_equation,metanetx_reaction_id,kegg_reaction_id,kegg_pathway_ids,bigg_reaction_id,sbo_id,mnx_equation,mnx_reference,mnx_classifs,mnx_is_balanced,mnx_is_transport,crossref_status,notes
MODEL_RXN:0003385,r_4017,"triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3022 --> 0.82934164 s_3713 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003386,r_4018,"triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3023 --> 0.83135752 s_3713 + 0.508826 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003387,r_4019,"triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3024 --> 0.85941128 s_3713 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003388,r_4020,"triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3025 --> 0.82934164 s_3713 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003389,r_4021,"triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3026 --> 0.8573954 s_3713 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003390,r_4022,"triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3027 --> 0.8333734 s_3713 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003391,r_4023,"triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3028 --> 0.86142716 s_3713 + 0.25642888 s_3740 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003392,r_4024,"triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3029 --> 0.83135752 s_3713 + 0.508826 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003393,r_4025,"triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3030 --> 0.85941128 s_3713 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003394,r_4026,"triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3031 --> 0.86142716 s_3713 + 0.254413 s_3741 + 0.56896528 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003395,r_4027,"triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3032 --> 0.88948092 s_3713 + 0.56896528 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003396,r_4028,"triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3033 --> 0.85941128 s_3713 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003397,r_4029,"triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",False,s_3034 --> 0.88746504 s_3713 + 0.28448264 s_3742 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003398,r_4030,"triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3035 --> 0.83135752 s_3713 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003399,r_4031,"triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3036 --> 0.85941128 s_3713 + 0.25642888 s_3740 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003400,r_4032,"triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3037 --> 0.82934164 s_3713 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003401,r_4033,"triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3038 --> 0.8573954 s_3713 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003402,r_4034,"triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3039 --> 0.85941128 s_3713 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003403,r_4035,"triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3040 --> 0.88746504 s_3713 + 0.28448264 s_3742 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003404,r_4036,"triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3041 --> 0.8573954 s_3713 + 0.254413 s_3741 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003405,r_4037,"triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_3042 --> 0.88544916 s_3713 + 0.84740028 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003406,r_4038,"triglyceride transport, ER membrane-cytoplasm",False,s_3713 <=> s_1524,MNXR104713,,,,SBO:0000655,1 MNXM732997@MNXD1 = 1 MNXM732997@MNXD2,biggR:EX_tag_cho_e,,B,T,has_external_crossref,
MODEL_RXN:0003407,r_4039,succinyl-CoA:acetate CoA transferase,False,s_0365 + s_1464 <=> s_0376 + s_1460,MNXR104636,R10343,sce00620,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003408,r_4040,heme a transport,False,s_0811 <=> s_3714,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003409,r_4041,biomass pseudoreaction,False,55.3 s_0434 + 55.3 s_0803 + s_1096 + s_3717 + s_3718 + s_3719 + s_3720 + s_4205 + s_4206 --> 55.3 s_0394 + s_0450 + 55.3 s_0794 + 55.3 s_1322,,,,,SBO:0000629,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003410,r_4042,raffinose invertase,False,s_0805 + s_3715 --> s_0554 + s_3716,MNXR103420,R02410,,,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003411,r_4043,raffinose exchange,False,s_3715 --> ,,,,EX_raffin_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0003412,r_4044,melibiose exchange,False,s_3716 --> ,,,,EX_melib_e,SBO:0000627,,,,,,has_external_crossref,
MODEL_RXN:0003413,r_4045,uridine hydrolase,False,s_0803 + s_1556 --> s_0575 + s_1550,MNXR105161,R01080,sce00240|sce00760,URIH,SBO:0000176,,,,,,has_external_crossref,
MODEL_RXN:0003414,r_4046,non-growth associated maintenance reaction,False,s_0434 + s_0803 --> s_0394 + s_0794 + s_1322,,,,ATPM,SBO:0000630,,,,,,has_external_crossref,
MODEL_RXN:0003415,r_4047,protein pseudoreaction,False,0.527012401964609 s_0404 + 0.184592178971158 s_0428 + 0.116820320233205 s_0430 + 0.341731040134025 s_0432 + 0.00758125964441183 s_0542 + 0.121070423838014 s_0747 + 0.346670343714861 s_0748 + 0.33357542435412 s_0757 + 0.0761571964321321 s_0832 + 0.221349807713738 s_0847 + 0.340467492580805 s_1077 + 0.328750973172121 s_1099 + 0.0582378601225956 s_1148 + 0.15380767944836 s_1314 + 0.189186891122282 s_1379 + 0.212964470019559 s_1428 + 0.219856538246244 s_1491 + 0.0326223903740585 s_1527 + 0.117164920221219 s_1533 + 0.303939602869103 s_1561 --> 0.527012401964609 s_1582 + 0.184592178971158 s_1583 + 0.116820320233205 s_1585 + 0.341731040134025 s_1587 + 0.00758125964441183 s_1589 + 0.121070423838014 s_1590 + 0.346670343714861 s_1591 + 0.33357542435412 s_1593 + 0.0761571964321321 s_1594 + 0.221349807713738 s_1596 + 0.340467492580805 s_1598 + 0.328750973172121 s_1600 + 0.0582378601225956 s_1602 + 0.15380767944836 s_1604 + 0.189186891122282 s_1606 + 0.212964470019559 s_1607 + 0.219856538246244 s_1608 + 0.0326223903740585 s_1610 + 0.117164920221219 s_1612 + 0.303939602869103 s_1614 + s_3717,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003416,r_4048,carbohydrate pseudoreaction,False,0.748514964334505 s_0001 + 0.25009165448919 s_0004 + 0.361414527575564 s_0773 + 0.710939625370425 s_1107 + 0.138275712087142 s_1520 --> s_3718,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003417,r_4049,RNA pseudoreaction,False,0.0445348319234424 s_0423 + 0.043276239184487 s_0526 + 0.0445348319234424 s_0782 + 0.0579920969091588 s_1545 --> s_3719,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003418,r_4050,DNA pseudoreaction,False,0.00359999993816018 s_0584 + 0.00240000011399388 s_0589 + 0.00240000011399388 s_0615 + 0.00359999993816018 s_0649 --> s_3720,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003419,r_4051,ceramide transport,False,s_3721 --> s_3722,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003420,r_4052,inositol phosphomannosylinositol phosphoceramide transport,False,s_0859 --> s_3723,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003421,r_4053,inositol-P-ceramide transport,False,s_0892 --> s_3724,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003422,r_4054,mannosylinositol phosphorylceramide transport,False,s_1114 --> s_3725,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003423,r_4055,long-chain base transport,False,s_3726 --> s_3727,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003424,r_4056,long-chain base phosphate transport,False,s_3728 --> s_3729,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003425,r_4057,phosphatidate transport,False,s_3730 --> s_3731,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003426,r_4058,diglyceride transport,False,s_3732 --> s_3733,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003427,r_4059,sn-2-acyl-1-lysophosphatidylinositol transport,False,s_3734 --> s_3735,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003428,r_4060,phosphatidylglycerol transport,False,s_3736 --> s_3737,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003429,r_4061,cardiolipin transport,False,s_3738 --> s_3739,,,,,SBO:0000655,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003430,r_4062,lipid backbone exchange,False,s_3746 --> ,,,,,SBO:0000632,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003431,r_4063,lipid backbone pseudoreaction,False,0.00691029997542501 s_0089 + 0.026582900248468 s_0666 + 0.0068058000644669 s_0672 + 0.00148009998956695 s_0694 + 0.00595080018974841 s_1337 + 0.025783000793308 s_1346 + 0.00692930012010039 s_1351 + 0.00685710001271219 s_1524 --> s_3746,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003432,r_4064,lipid chain exchange,False,s_3747 --> ,,,,,SBO:0000632,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003433,r_4065,lipid chain pseudoreaction,False,0.00808584038168192 s_3740 + 0.0237302090972662 s_3741 + 0.00226631597615778 s_3742 + 0.00870663858950138 s_3743 --> s_3747,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003434,r_4066,ceramide-1 (C24) [Golgi] SLIME rxn,False,s_0476 --> 0.65214184 s_3721 + 0.28448264 s_3742 + 0.36864392 s_3744,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003435,r_4067,ceramide-1 (C26) [Golgi] SLIME rxn,False,s_0479 --> 0.6801956 s_3721 + 0.28448264 s_3742 + 0.39669768 s_3745,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003436,r_4068,ceramide-2 (C24) [Golgi] SLIME rxn,False,s_0482 --> 0.66814124 s_3721 + 0.28448264 s_3742 + 0.36864392 s_3744,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003437,r_4069,ceramide-2 (C26) [Golgi] SLIME rxn,False,s_0485 --> 0.696195 s_3721 + 0.28448264 s_3742 + 0.39669768 s_3745,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003438,r_4070,ceramide-2' (C24) [Golgi] SLIME rxn,False,s_0488 --> 0.66814124 s_3721 + 0.28448264 s_3742 + 0.36864392 s_3744,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003439,r_4071,ceramide-2' (C26) [Golgi] SLIME rxn,False,s_0491 --> 0.696195 s_3721 + 0.28448264 s_3742 + 0.39669768 s_3745,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003440,r_4072,ceramide-3 (C24) [Golgi] SLIME rxn,False,s_0494 --> 0.68414064 s_3721 + 0.28448264 s_3742 + 0.36864392 s_3744,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003441,r_4073,ceramide-3 (C26) [Golgi] SLIME rxn,False,s_0497 --> 0.7121944 s_3721 + 0.28448264 s_3742 + 0.39669768 s_3745,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003442,r_4074,ceramide-4 (C24) [Golgi] SLIME rxn,False,s_0500 --> 0.70014004 s_3721 + 0.28448264 s_3742 + 0.36864392 s_3744,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003443,r_4075,ceramide-4 (C26) [Golgi] SLIME rxn,False,s_0503 --> 0.7281938 s_3721 + 0.28448264 s_3742 + 0.39669768 s_3745,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003444,r_4076,phytosphingosine [endoplasmic reticulum] SLIME rxn,False,s_1366 --> 0.3175126 s_3726 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003445,r_4077,phytosphingosine 1-phosphate [endoplasmic reticulum] SLIME rxn,False,s_1367 --> 0.397492502 s_3728 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003446,r_4078,sphinganine [endoplasmic reticulum] SLIME rxn,False,s_1445 --> 0.30252114 s_3726 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003447,r_4079,sphinganine 1-phosphate [endoplasmic reticulum] SLIME rxn,False,s_1446 --> 0.380485162 s_3728 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003448,r_4080,"phosphatidate (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2954 --> 0.644870062 s_3730 + 0.25642888 s_3740 + 0.254413 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003449,r_4081,"phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2955 --> 0.674939702 s_3730 + 0.25642888 s_3740 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003450,r_4082,"phosphatidate (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2956 --> 0.644870062 s_3730 + 0.508826 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003451,r_4083,"phosphatidate (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2957 --> 0.672923822 s_3730 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003452,r_4084,"phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2958 --> 0.674939702 s_3730 + 0.254413 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003453,r_4085,"phosphatidate (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2959 --> 0.702993462 s_3730 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003454,r_4086,"phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2960 --> 0.672923822 s_3730 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003455,r_4087,"phosphatidate (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2961 --> 0.700977582 s_3730 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003456,r_4088,"diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2967 --> 0.56892192 s_3732 + 0.25642888 s_3740 + 0.254413 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003457,r_4089,"diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2968 --> 0.5949598 s_3732 + 0.25642888 s_3740 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003458,r_4090,"diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2969 --> 0.56489016 s_3732 + 0.508826 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003459,r_4091,"diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2970 --> 0.59294392 s_3732 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003460,r_4092,"diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2971 --> 0.5949598 s_3732 + 0.254413 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003461,r_4093,"diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2972 --> 0.62301356 s_3732 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003462,r_4094,"diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2973 --> 0.59294392 s_3732 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003463,r_4095,"diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",False,s_2974 --> 0.62099768 s_3732 + 0.56493352 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003464,r_4096,sn-2-acyl-1-lysophosphatidylinositol (16:1) [endoplasmic reticulum membrane] SLIME rxn,False,s_3126 --> 0.564567102 s_3734 + 0.254413 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003465,r_4097,sn-2-acyl-1-lysophosphatidylinositol (18:1) [endoplasmic reticulum membrane] SLIME rxn,False,s_3127 --> 0.592620862 s_3734 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003466,r_4098,"phosphatidylglycerol (1-16:0, 2-16:1) [mitochondrial membrane] SLIME rxn",False,s_3227 --> 0.720965382 s_3736 + 0.25642888 s_3740 + 0.254413 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003467,r_4099,"phosphatidylglycerol (1-16:1, 2-16:1) [mitochondrial membrane] SLIME rxn",False,s_3229 --> 0.718949502 s_3736 + 0.508826 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003468,r_4100,"phosphatidylglycerol (1-18:0, 2-16:1) [mitochondrial membrane] SLIME rxn",False,s_3230 --> 0.749019142 s_3736 + 0.254413 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003469,r_4101,"phosphatidylglycerol (1-18:1, 2-16:1) [mitochondrial membrane] SLIME rxn",False,s_3231 --> 0.747003262 s_3736 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003470,r_4102,"phosphatidylglycerol (1-16:0, 2-18:1) [mitochondrial membrane] SLIME rxn",False,s_3232 --> 0.749019142 s_3736 + 0.25642888 s_3740 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003471,r_4103,"phosphatidylglycerol (1-16:1, 2-18:1) [mitochondrial membrane] SLIME rxn",False,s_3233 --> 0.747003262 s_3736 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003472,r_4104,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3234 --> 1.351851924 s_3738 + 0.51285776 s_3740 + 0.508826 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003473,r_4105,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3235 --> 1.347820164 s_3738 + 0.25642888 s_3740 + 0.763239 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003474,r_4106,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3236 --> 1.379905684 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003475,r_4107,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3237 --> 1.375873924 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003476,r_4108,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3238 --> 1.379905684 s_3738 + 0.51285776 s_3740 + 0.254413 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003477,r_4109,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3239 --> 1.375873924 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003478,r_4110,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3240 --> 1.349836044 s_3738 + 0.25642888 s_3740 + 0.763239 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003479,r_4111,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3241 --> 1.345804284 s_3738 + 1.017652 s_3741,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003480,r_4112,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3242 --> 1.377889804 s_3738 + 0.763239 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003481,r_4113,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3243 --> 1.373858044 s_3738 + 0.763239 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003482,r_4114,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3244 --> 1.377889804 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003483,r_4115,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3245 --> 1.373858044 s_3738 + 0.763239 s_3741 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003484,r_4116,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3246 --> 1.379905684 s_3738 + 0.25642888 s_3740 + 0.508826 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003485,r_4117,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3247 --> 1.375873924 s_3738 + 0.763239 s_3741 + 0.28448264 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003486,r_4118,"cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3248 --> 1.407959444 s_3738 + 0.508826 s_3741 + 0.56896528 s_3742,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003487,r_4119,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",False,s_3249 --> 1.403927684 s_3738 + 0.508826 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
MODEL_RXN:0003488,r_4120,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",False,s_3250 --> 1.407959444 s_3738 + 0.25642888 s_3740 + 0.254413 s_3741 + 0.28448264 s_3742 + 0.28246676 s_3743,,,,,SBO:0000395,,,,,,model_only_no_external_crossref,
