reaction_uid,model_reaction_id,reaction_name,model_equation,direction,lower_bound,upper_bound,reactant_compound_uids,product_compound_uids,stoichiometry_json,genes,orfs,gpr,enzyme_evidence_rows,enzyme_protein_ids,enzyme_orfs,enzyme_gene_symbols,enzyme_ec_numbers,enzyme_confidence_levels,metanetx_reaction_id,kegg_reaction_id,bigg_reaction_id,sbo_id,external_database_crossrefs_compact,all_crossrefs_compact,rxndb_id,rxndb_template_id,rxndb_ec_number,rxndb_similarity,confidence_status,evidence_tier,training_role,export_group,label_source,usable_as_first_pass_training_label
MODEL_RXN:0001718,r_2339,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), ER membrane",s_2821 + s_2938 --> s_2785 + s_2961,forward,0.0,1000.0,MODEL_CMPD:0001319|MODEL_CMPD:0001432,MODEL_CMPD:0001283|MODEL_CMPD:0001455,"{""s_2785"": 1, ""s_2821"": -1, ""s_2938"": -1, ""s_2961"": 1}",ALE1|SLC1,YDL052C|YOR175C,YDL052C or YOR175C,2,P33333|Q08548,YDL052C|YOR175C,ALE1|SLC1,2.3.1.23|2.3.1.51|2.3.1.n6|2.3.1.n7,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001719,r_2340,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), lipid particle",s_2853 + s_2944 --> s_0531 + s_2962,forward,0.0,1000.0,MODEL_CMPD:0001347|MODEL_CMPD:0001438,MODEL_CMPD:0000402|MODEL_CMPD:0001456,"{""s_0531"": 1, ""s_2853"": -1, ""s_2944"": -1, ""s_2962"": 1}",SLC1|TGL4|TGL5,YDL052C|YKR089C|YOR081C,YDL052C or YKR089C or YOR081C,3,P33333|P36165|Q12043,YDL052C|YKR089C|YOR081C,SLC1|TGL4|TGL5,2.3.1.23|2.3.1.51|2.3.1.n7|3.1.1.3,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001720,r_2341,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), lipid particle",s_2853 + s_2945 --> s_0531 + s_2963,forward,0.0,1000.0,MODEL_CMPD:0001347|MODEL_CMPD:0001439,MODEL_CMPD:0000402|MODEL_CMPD:0001457,"{""s_0531"": 1, ""s_2853"": -1, ""s_2945"": -1, ""s_2963"": 1}",SLC1|TGL4|TGL5,YDL052C|YKR089C|YOR081C,YDL052C or YKR089C or YOR081C,3,P33333|P36165|Q12043,YDL052C|YKR089C|YOR081C,SLC1|TGL4|TGL5,2.3.1.23|2.3.1.51|2.3.1.n7|3.1.1.3,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001721,r_2342,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle",s_2853 + s_2946 --> s_0531 + s_2964,forward,0.0,1000.0,MODEL_CMPD:0001347|MODEL_CMPD:0001440,MODEL_CMPD:0000402|MODEL_CMPD:0001458,"{""s_0531"": 1, ""s_2853"": -1, ""s_2946"": -1, ""s_2964"": 1}",SLC1|TGL4|TGL5,YDL052C|YKR089C|YOR081C,YDL052C or YKR089C or YOR081C,3,P33333|P36165|Q12043,YDL052C|YKR089C|YOR081C,SLC1|TGL4|TGL5,2.3.1.23|2.3.1.51|2.3.1.n7|3.1.1.3,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001722,r_2343,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), lipid particle",s_2853 + s_2947 --> s_0531 + s_2965,forward,0.0,1000.0,MODEL_CMPD:0001347|MODEL_CMPD:0001441,MODEL_CMPD:0000402|MODEL_CMPD:0001459,"{""s_0531"": 1, ""s_2853"": -1, ""s_2947"": -1, ""s_2965"": 1}",SLC1|TGL4|TGL5,YDL052C|YKR089C|YOR081C,YDL052C or YKR089C or YOR081C,3,P33333|P36165|Q12043,YDL052C|YKR089C|YOR081C,SLC1|TGL4|TGL5,2.3.1.23|2.3.1.51|2.3.1.n7|3.1.1.3,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001723,r_2344,"PA phosphatase (1-16:0, 2-16:1), ER membrane",s_2808 + s_2954 --> 2 s_2783 + s_2966 + s_2967,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001448,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001461,"{""s_2783"": 2, ""s_2808"": -1, ""s_2954"": -1, ""s_2966"": 1, ""s_2967"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001724,r_2345,"PA phosphatase (1-16:0, 2-18:1), ER membrane",s_2808 + s_2955 --> 2 s_2783 + s_2966 + s_2968,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001449,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001462,"{""s_2783"": 2, ""s_2808"": -1, ""s_2955"": -1, ""s_2966"": 1, ""s_2968"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001725,r_2346,"PA phosphatase (1-16:1, 2-16:1), ER membrane",s_2808 + s_2956 --> 2 s_2783 + s_2966 + s_2969,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001450,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001463,"{""s_2783"": 2, ""s_2808"": -1, ""s_2956"": -1, ""s_2966"": 1, ""s_2969"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001726,r_2347,"PA phosphatase (1-16:1, 2-18:1), ER membrane",s_2808 + s_2957 --> 2 s_2783 + s_2966 + s_2970,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001451,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001464,"{""s_2783"": 2, ""s_2808"": -1, ""s_2957"": -1, ""s_2966"": 1, ""s_2970"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001727,r_2348,"PA phosphatase (1-18:0, 2-16:1), ER membrane",s_2808 + s_2958 --> 2 s_2783 + s_2966 + s_2971,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001452,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001465,"{""s_2783"": 2, ""s_2808"": -1, ""s_2958"": -1, ""s_2966"": 1, ""s_2971"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001728,r_2349,"PA phosphatase (1-18:0, 2-18:1), ER membrane",s_2808 + s_2959 --> 2 s_2783 + s_2966 + s_2972,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001453,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001466,"{""s_2783"": 2, ""s_2808"": -1, ""s_2959"": -1, ""s_2966"": 1, ""s_2972"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001729,r_2350,"PA phosphatase (1-18:1, 2-16:1), ER membrane",s_2808 + s_2960 --> 2 s_2783 + s_2966 + s_2973,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001454,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001467,"{""s_2783"": 2, ""s_2808"": -1, ""s_2960"": -1, ""s_2966"": 1, ""s_2973"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001730,r_2351,"PA phosphatase (1-18:1, 2-18:1), ER membrane",s_2808 + s_2961 --> 2 s_2783 + s_2966 + s_2974,forward,0.0,1000.0,MODEL_CMPD:0001306|MODEL_CMPD:0001455,MODEL_CMPD:0001281|MODEL_CMPD:0001460|MODEL_CMPD:0001468,"{""s_2783"": 2, ""s_2808"": -1, ""s_2961"": -1, ""s_2966"": 1, ""s_2974"": 1}",PAH1,YMR165C,YMR165C,1,P32567,YMR165C,PAH1,3.1.3.4,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001731,r_2352,"PA phosphatase (1-16:0, 2-16:1), vacuolar membrane",s_2975 + s_2976 --> s_2977 + s_2978 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001469|MODEL_CMPD:0001470,MODEL_CMPD:0001471|MODEL_CMPD:0001472|MODEL_CMPD:0001658,"{""s_2975"": -1, ""s_2976"": -1, ""s_2977"": 1, ""s_2978"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001732,r_2353,"PA phosphatase (1-16:0, 2-18:1), vacuolar membrane",s_2976 + s_2979 --> s_2977 + s_2980 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001473,MODEL_CMPD:0001471|MODEL_CMPD:0001474|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2979"": -1, ""s_2980"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001733,r_2354,"PA phosphatase (1-16:1, 2-16:1), vacuolar membrane",s_2976 + s_2981 --> s_2977 + s_2982 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001475,MODEL_CMPD:0001471|MODEL_CMPD:0001476|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2981"": -1, ""s_2982"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001734,r_2355,"PA phosphatase (1-16:1, 2-18:1), vacuolar membrane",s_2976 + s_2983 --> s_2977 + s_2984 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001477,MODEL_CMPD:0001471|MODEL_CMPD:0001478|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2983"": -1, ""s_2984"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001735,r_2356,"PA phosphatase (1-18:0, 2-16:1), vacuolar membrane",s_2976 + s_2985 --> s_2977 + s_2986 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001479,MODEL_CMPD:0001471|MODEL_CMPD:0001480|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2985"": -1, ""s_2986"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001736,r_2357,"PA phosphatase (1-18:0, 2-18:1), vacuolar membrane",s_2976 + s_2987 --> s_2977 + s_2988 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001481,MODEL_CMPD:0001471|MODEL_CMPD:0001482|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2987"": -1, ""s_2988"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001737,r_2358,"PA phosphatase (1-18:1, 2-16:1), vacuolar membrane",s_2976 + s_2989 --> s_2977 + s_2990 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001483,MODEL_CMPD:0001471|MODEL_CMPD:0001484|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2989"": -1, ""s_2990"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001738,r_2359,"PA phosphatase (1-18:1, 2-18:1), vacuolar membrane",s_2976 + s_2991 --> s_2977 + s_2992 + 2 s_3164,forward,0.0,1000.0,MODEL_CMPD:0001470|MODEL_CMPD:0001485,MODEL_CMPD:0001471|MODEL_CMPD:0001486|MODEL_CMPD:0001658,"{""s_2976"": -1, ""s_2977"": 1, ""s_2991"": -1, ""s_2992"": 1, ""s_3164"": 2}",DPP1,YDR284C,YDR284C,1,Q05521,YDR284C,DPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001739,r_2360,"PA phosphatase (1-16:0, 2-16:1), Golgi membrane",s_2993 + s_2994 --> s_2995 + s_2996 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001487|MODEL_CMPD:0001488,MODEL_CMPD:0001489|MODEL_CMPD:0001490|MODEL_CMPD:0001640,"{""s_2993"": -1, ""s_2994"": -1, ""s_2995"": 1, ""s_2996"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001740,r_2361,"PA phosphatase (1-16:0, 2-18:1), Golgi membrane",s_2994 + s_2997 --> s_2995 + s_2998 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001491,MODEL_CMPD:0001489|MODEL_CMPD:0001492|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_2997"": -1, ""s_2998"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001741,r_2362,"PA phosphatase (1-16:1, 2-16:1), Golgi membrane",s_2994 + s_2999 --> s_2995 + s_3000 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001493,MODEL_CMPD:0001489|MODEL_CMPD:0001494|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_2999"": -1, ""s_3000"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001742,r_2363,"PA phosphatase (1-16:1, 2-18:1), Golgi membrane",s_2994 + s_3001 --> s_2995 + s_3002 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001495,MODEL_CMPD:0001489|MODEL_CMPD:0001496|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_3001"": -1, ""s_3002"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001743,r_2364,"PA phosphatase (1-18:0, 2-16:1), Golgi membrane",s_2994 + s_3003 --> s_2995 + s_3004 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001497,MODEL_CMPD:0001489|MODEL_CMPD:0001498|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_3003"": -1, ""s_3004"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001744,r_2365,"PA phosphatase (1-18:0, 2-18:1), Golgi membrane",s_2994 + s_3005 --> s_2995 + s_3006 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001499,MODEL_CMPD:0001489|MODEL_CMPD:0001500|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_3005"": -1, ""s_3006"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001745,r_2366,"PA phosphatase (1-18:1, 2-16:1), Golgi membrane",s_2994 + s_3007 --> s_2995 + s_3008 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001501,MODEL_CMPD:0001489|MODEL_CMPD:0001502|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_3007"": -1, ""s_3008"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001746,r_2367,"PA phosphatase (1-18:1, 2-18:1), Golgi membrane",s_2994 + s_3009 --> s_2995 + s_3010 + 2 s_3146,forward,0.0,1000.0,MODEL_CMPD:0001488|MODEL_CMPD:0001503,MODEL_CMPD:0001489|MODEL_CMPD:0001504|MODEL_CMPD:0001640,"{""s_2994"": -1, ""s_2995"": 1, ""s_3009"": -1, ""s_3010"": 1, ""s_3146"": 2}",LPP1,YDR503C,YDR503C,1,Q04396,YDR503C,LPP1,3.1.3.106|3.1.3.4|3.6.1.75,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001747,r_2368,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), ER membrane",s_2789 + s_2967 --> s_2785 + s_3011,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001461,MODEL_CMPD:0001283|MODEL_CMPD:0001505,"{""s_2785"": 1, ""s_2789"": -1, ""s_2967"": -1, ""s_3011"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001748,r_2369,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), ER membrane",s_2789 + s_2968 --> s_2785 + s_3012,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001462,MODEL_CMPD:0001283|MODEL_CMPD:0001506,"{""s_2785"": 1, ""s_2789"": -1, ""s_2968"": -1, ""s_3012"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001749,r_2370,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane",s_2789 + s_2969 --> s_2785 + s_3013,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001463,MODEL_CMPD:0001283|MODEL_CMPD:0001507,"{""s_2785"": 1, ""s_2789"": -1, ""s_2969"": -1, ""s_3013"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001750,r_2371,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane",s_2789 + s_2970 --> s_2785 + s_3014,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001464,MODEL_CMPD:0001283|MODEL_CMPD:0001508,"{""s_2785"": 1, ""s_2789"": -1, ""s_2970"": -1, ""s_3014"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001751,r_2372,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), ER membrane",s_2789 + s_2971 --> s_2785 + s_3015,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001465,MODEL_CMPD:0001283|MODEL_CMPD:0001509,"{""s_2785"": 1, ""s_2789"": -1, ""s_2971"": -1, ""s_3015"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001752,r_2373,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane",s_2789 + s_2972 --> s_2785 + s_3016,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001466,MODEL_CMPD:0001283|MODEL_CMPD:0001510,"{""s_2785"": 1, ""s_2789"": -1, ""s_2972"": -1, ""s_3016"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001753,r_2374,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane",s_2789 + s_2973 --> s_2785 + s_3017,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001467,MODEL_CMPD:0001283|MODEL_CMPD:0001511,"{""s_2785"": 1, ""s_2789"": -1, ""s_2973"": -1, ""s_3017"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
MODEL_RXN:0001754,r_2375,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), ER membrane",s_2789 + s_2974 --> s_2785 + s_3018,forward,0.0,1000.0,MODEL_CMPD:0001287|MODEL_CMPD:0001468,MODEL_CMPD:0001283|MODEL_CMPD:0001512,"{""s_2785"": 1, ""s_2789"": -1, ""s_2974"": -1, ""s_3018"": 1}",ARE1|ARE2|DGA1,YCR048W|YNR019W|YOR245C,YCR048W or YNR019W or YOR245C,3,P25628|P53629|Q08650,YCR048W|YNR019W|YOR245C,ARE1|ARE2|DGA1,2.3.1.-|2.3.1.20|2.3.1.22,high,,,,SBO:0000176,,SBO:0000176,,,,,model_reaction_without_external_crossref,model_only,supporting_model_context,model_context_only,model_without_external_crossref,False
