model_reaction_id,reaction_name,mass_balance_status,charge_balance_status,missing_formula_status,structure_parse_status,external_mapping_status,manual_review_status,missing_formula_metabolites,unparsable_formula_metabolites
r_0001,(R)-lactate:ferricytochrome-c 2-oxidoreductase,unbalanced,balanced,absent,failed,not_required,required,,s_0709|s_0710
r_0002,(R)-lactate:ferricytochrome-c 2-oxidoreductase,unbalanced,balanced,absent,failed,not_required,required,,s_0709|s_0710
r_0003,"(R,R)-butanediol dehydrogenase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0004,(S)-lactate:ferricytochrome-c 2-oxidoreductase,unbalanced,balanced,absent,failed,not_required,required,,s_0709|s_0710
r_0005,"1,3-beta-glucan synthase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0006,"1,6-beta-glucan synthase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0007,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0012,1-pyrroline-5-carboxylate dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0013,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",balanced,unbalanced,absent,not_applicable,not_required,required,,
r_0014,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0015,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0016,2-aceto-2-hydroxybutanoate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0017,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0018,2-aminoadipate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0019,2-dehydropantoate 2-reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0020,2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0021,"2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0022,2-hexaprenyl-6-methoxyphenol monooxygenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0023,2-isopropylmalate hydratase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0024,2-isopropylmalate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0025,2-isopropylmalate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0026,2-keto-4-methylthiobutyrate transamination,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0027,2-methylcitrate dehydratase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0028,2-methylcitrate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0029,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0030,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0032,"3',5'-bisphosphate nucleotidase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0033,"3',5'-cyclic-nucleotide phosphodiesterase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0034,"3',5'-cyclic-nucleotide phosphodiesterase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0035,"3',5'-cyclic-nucleotide phosphodiesterase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0036,"3',5'-cyclic-nucleotide phosphodiesterase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0037,"3',5'-cyclic-nucleotide phosphodiesterase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0038,"3,4-dihydroxy-2-butanone-4-phosphate synthase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0039,3-dehydroquinate dehydratase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0040,3-dehydroquinate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0041,3-dehydrosphinganine reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0042,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0043,"3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0044,3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0045,3-hydroxy-L-kynurenine hydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0057,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0058,"3-hydroxyanthranilate 3,4-dioxygenase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0059,3-isopropylmalate 3-methyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0060,3-isopropylmalate dehydratase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0061,3-isopropylmalate dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0062,3-methyl-2-oxobutanoate decarboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0063,3-methyl-2-oxobutanoate hydroxymethyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0064,3-methyl-2-oxopentanoate decarboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0065,3-phosphoshikimate 1-carboxyvinyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0066,4-amino-4-deoxychorismate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0067,4-aminobenzoate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0068,4-aminobutyrate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0069,4-hydroxy-L-threonine synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0070,4-hydroxybenzoate formation,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0072,4-methyl-2-oxopentanoate decarboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0073,4PP-IP5 depyrophosphorylation to IP6,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0074,"4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0075,5'-methylthioadenosine phosphorylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0076,5'-nucleotidase (CMP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0077,5'-nucleotidase (IMP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0078,5'-nucleotidase (UMP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0079,5'-phosphoribosylformyl glycinamidine synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0080,"5,10-methylenetetrahydrofolate reductase (NADPH)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0081,5-aminolevulinate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0082,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0083,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0084,5-formethyltetrahydrofolate cyclo-ligase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0085,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0086,5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0087,5-methylthioribose-1-phosphate isomerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0088,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0089,"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0090,6-phosphofructo-2-kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0091,6-phosphogluconolactonase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0092,6PP-IP5 depyrophosphorylation to IP6,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0093,"6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0094,8-amino-7-oxononanoate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0095,acetaldehyde condensation,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0096,acetohydroxy acid isomeroreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0097,acetolactate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0099,acetyl-CoA ACP transacylase,unbalanced,balanced,present,failed,pending,required,s_1845,s_0372
r_0100,acetyl-CoA C-acyltransferase (palmitoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0101,acetyl-CoA C-acyltransferase (tetracosanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0102,acetyl-CoA C-acyltransferase (myristoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0103,acetyl-CoA C-acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0104,acetyl-CoA C-acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0105,acetyl-CoA C-acyltransferase (lauroyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0106,acetyl-CoA C-acyltransferase (octanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0107,acetyl-CoA C-acyltransferase (decanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0108,acetyl-Coa carboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0109,"acetyl-CoA carboxylase, reaction",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0111,acetyl-CoA hydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0112,acetyl-CoA synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0113,acetyl-CoA synthetase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0114,acetyl-CoA synthetase nuclear,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0115,acetylglutamate kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0116,acid phosphatase (secreted),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0117,aconitase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0118,acteylornithine transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0119,acyl carrier protein synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0120,acyl-CoA oxidase (decanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0121,acyl-CoA oxidase (dodecanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0122,acyl-CoA oxidase (hexacosanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0123,acyl-CoA oxidase (hexadecanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0124,acyl-CoA oxidase (octadecanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0125,acyl-CoA oxidase (tetradecanoyl-CoA),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0126,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0127,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0128,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0129,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0130,"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0131,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0132,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0133,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0134,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0135,"acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0137,"acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3",unbalanced,balanced,present,failed,pending,required,s_0330,s_0329
r_0138,adenine deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0139,adenine phosphoribosyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0140,adenosine deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0142,adenosine kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0143,adenosine monophosphate deaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0144,adenosylhomocysteinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0145,adenosylmethionine decarboxylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0146,adenosylmethionine-8-amino-7-oxononanoate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0147,adenylate cyclase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0148,adenylate kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0149,adenylate kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0150,adenylate kinase (GTP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0151,adenylosuccinate lyase (AICAR),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0152,adenylosuccinate lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0153,adenylosuccinate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0154,adenylyl-sulfate kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0155,"ADP-ribose 2,3-cyclic phosphodiesterase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0156,alanine glyoxylate aminotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0157,alanyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0404|s_1582
r_0158,alcohol acetyltransferase (2-methylbutanol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0159,alcohol acetyltransferase (ethanol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0160,alcohol acetyltransferase (isoamyl alcohol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0161,alcohol acetyltransferase (isobutyl alcohol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0162,alcohol acetyltransferase (phenylethanol alcohol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0163,alcohol dehydrogenase (ethanol to acetaldehyde),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0164,"alcohol dehydrogenase (glycerol, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0165,mitochondrial alcohol dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0166,"aldehyde dehydrogenase (2-methylbutanol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0167,"aldehyde dehydrogenase (2-methylbutanol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0168,"aldehyde dehydrogenase (2-methylbutanol, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0169,"aldehyde dehydrogenase (2-phenylethanol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0170,"aldehyde dehydrogenase (2-phenylethanol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0171,"aldehyde dehydrogenase (2-phenylethanol, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0172,"aldehyde dehydrogenase (3-aminopropanal, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0173,"aldehyde dehydrogenase (acetaldehyde, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0174,"aldehyde dehydrogenase (acetylaldehyde, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0175,"aldehyde dehydrogenase (acetylaldehyde, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0176,"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0177,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0178,"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0179,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0180,"aldehyde dehydrogenase (isoamyl alcohol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0181,"aldehyde dehydrogenase (isoamyl alcohol, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0182,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0183,"aldehyde dehydrogenase (isobutyl alcohol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0184,"aldehyde dehydrogenase (isobutyl alcohol, NADP)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0185,"aldehyde dehydrogenase (phenylacetaldehyde, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0186,"aldehyde dehydrogenase (tryptophol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0187,"aldehyde dehydrogenase (tryptophol, NAD)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0188,alkaline phosphatase (dihydroneopterin),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0189,allantoate amidinohydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0190,"allantoinase, reaction",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0191,allophanate hydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0192,"alpha 1,2-mannosyltransferase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0193,"alpha,alpha-trehalase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0194,"alpha,alpha-trehalase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0195,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0198,alpha-glucosidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0199,amidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0200,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0201,Aminobutyraldehyde dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0202,anthranilate phosphoribosyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0203,anthranilate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0204,Ap4A hydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0205,arabinose reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0206,arginase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0207,argininosuccinate lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0208,argininosuccinate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0209,arginyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0428|s_1583
r_0210,arginyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0429|s_1584
r_0211,asparagine synthase (glutamine-hydrolysing),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0212,Asparaginyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0430|s_1585
r_0213,"asparaginyl-tRNA synthetase, miotchondrial",unbalanced,balanced,absent,failed,not_required,required,,s_0431|s_1586
r_0214,aspartate carbamoyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0215,aspartate kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0216,aspartate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0217,aspartate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0218,aspartate transaminase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0219,aspartate-semialdehyde dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0220,Aspartyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0432|s_1587
r_0221,Aspartyl-tRNA synthetase,unbalanced,balanced,absent,failed,not_required,required,,s_0433|s_1588
r_0222,ATP adenylyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0223,ATP adenylyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0224,ATP adenylyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0225,ATP phosphoribosyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0226,ATP synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0227,"ATPase, cytosolic",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0228,"beta-1,4 mannosyltransferase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0229,biotin synthase,balanced,unbalanced,absent,not_applicable,not_required,required,,
r_0230,biotin-[acetyl-CoA-carboxylase] ligase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0231,C-14 sterol reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0233,C-22 sterol desaturase (NADP),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0234,C-3 sterol dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0235,C-3 sterol dehydrogenase (4-methylzymosterol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0236,C-3 sterol keto reductase (4-methylzymosterol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0237,C-3 sterol keto reductase (zymosterol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0238,C-4 methyl sterol oxidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0239,C-4 methyl sterol oxidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0240,C-4 methyl sterol oxidase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0241,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)",unbalanced,unbalanced,present,not_applicable,pending,required,s_4209|s_4210,
r_0242,C-5 sterol desaturase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0243,C-8 sterol isomerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0244,C-s24 sterol reductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0249,CAAX farnesyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0250,carbamoyl-phosphate synthase (glutamine-hydrolysing),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0252,carnitine O-acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0253,carnitine O-acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0254,carnitine O-acetyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0255,catalase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0256,catalase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0259,ceramide-1 hydroxylase (24C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0260,ceramide-1 hydroxylase (24C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0261,ceramide-1 hydroxylase (26C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0262,ceramide-1 hydroxylase (26C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0263,ceramide-1 synthase (24C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0264,ceramide-1 synthase (26C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0265,ceramide-2 synthase (24C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0266,ceramide-2 synthase (26C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0267,ceramide-3 synthase (24C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0268,ceramide-3 synthase (26C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0269,ceramide-4 synthase (24C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0270,ceramide-4 synthase (26C),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0271,chitin deacetylase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0272,chitin synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0273,choline kinase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0274,choline phosphate cytididyltransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0278,chorismate mutase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0279,chorismate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0280,cis-aconitate(3-) to isocitrate,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0281,cis-prenyltransferase step 01,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0282,cis-prenyltransferase step 02,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0283,cis-prenyltransferase step 03,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0284,cis-prenyltransferase step 04,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0285,cis-prenyltransferase step 05,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0286,cis-prenyltransferase step 06,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0287,cis-prenyltransferase step 07,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0288,cis-prenyltransferase step 08,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0289,cis-prenyltransferase step 09,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0290,cis-prenyltransferase step 10,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0291,cis-prenyltransferase step 11,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0292,cis-prenyltransferase step 12,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0293,cis-prenyltransferase step 13,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0294,cis-prenyltransferase step 14,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0295,cis-prenyltransferase step 15,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0296,cis-prenyltransferase step 16,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0297,cis-prenyltransferase step 17,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0298,cis-prenyltransferase step 18,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0299,cis-prenyltransferase step 19,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_0300,citrate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
