model_reaction_id,reaction_name,mass_balance_status,charge_balance_status,missing_formula_status,structure_parse_status,external_mapping_status,manual_review_status,missing_formula_metabolites,unparsable_formula_metabolites
r_4453,D-glucose 6-phosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4454,UMP transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4455,Phosphoenolpyruvate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4456,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4457,O-Phosphoryl-Ethanolamine transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4458,6-Phospho-D-gluconate transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4459,MAN1P transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4460,Pyrophosphate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4461,Choline phosphate intracellular transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4462,thiosulfate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4463,AMP transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4464,23cAMP transport via diffusion (extracellular to periplasm),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4465,Adenosine- 2'-Monophosphate transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4466,CMP transport in/out via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4467,D-glucosamine transport via diffusion (extracellular to periplasm),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4468,2-deoxy-D-ribose transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4469,L-Citrulline transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4470,Dihydroxyacetone transport via facilitated diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4471,Ala-Leu transport via proton symport (extracellular to cytosol),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4472,Ala-Leu transport via proton symport (cytosol to vacuole),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4473,L-alanylglycine transport via proton antiport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4474,L-alanylglycine transport via proton antiport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4475,N-acetyl-L-glutamate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4476,N-acetyl-L-glutamate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4477,Lipoamide transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4478,L-methionine S-oxide transport via diffusion (extracellular),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4479,Gly-Asn transport via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4480,Cysteamine transport via proton antiport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4481,Hydrogen sulfide oxidation,balanced,unbalanced,absent,not_applicable,not_required,required,,
r_4482,L-alanine transport in via proton symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4483,Glycine transport (vacuole),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4484,O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide),balanced,unbalanced,absent,not_applicable,not_required,required,,
r_4485,"4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4486,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4487,4-Maleylacetoacetate cis-trans-isomerase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4488,4-fumarylacetoacetate fumarylhydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4489,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4490,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4491,arabinose reductase (D-arabinose),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4492,D-arabinitol:NAT 4-oxidoreductase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4493,Acetoacetate transport via diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4494,methanol exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4495,alkaline phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4496,Ala-Gly exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4497,3-oxalomalate(3-) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4498,6-O-alpha-D-glucopyranosyl-D-fructofuranose exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4499,5-dehydro-D-gluconate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4500,D-tagatose exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4501,turanose exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4502,D-glucose 6-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4503,alpha-maltotriose exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4504,D-glucose 1-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4505,methyl alpha-D-glucopyranoside exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4506,D-Glucosamine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4507,glycerone exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4508,Ala-Gln exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4509,Ala-Leu exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4510,Gly-Gln exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4511,Ala-His exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4512,Gly-Asn exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4513,Ala-Glu exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4514,Gly-Met exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4515,Ala-Asp exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4516,Gly-Glu exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4517,Ala-Thr exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4518,Met-Ala exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4519,L-citrulline exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4520,2-aminobutanoate exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4521,choline phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4522,glycerol 1-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4523,2-phospho-D-glyceric acid exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4524,GMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4525,3-phospho-serine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4526,O-phosphonatooxy-D-serine(2-) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4527,diphosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4528,triphosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4529,phosphoenolpyruvate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4530,N(omega)-phospho-L-arginine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4531,carbamoyl phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4532,O-phosphoethanolamine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4533,cysteamine S-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4534,guanosine 2'-monophosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4535,glycerol 2-phosphate(2-) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4536,3'-GMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4537,2-phosphoglycolate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4538,6-phospho-D-gluconate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4539,D-mannose 6-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4540,"2',3'-cyclic GMP exchange",unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4541,O(4)-phospho-L-tyrosine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4542,O-phospho-L-threonine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4543,3-phosphonato-D-glycerate(3-) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4544,adenosine 2'-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4545,3'-AMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4546,"2',3'-cyclic AMP exchange",unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4547,D-mannose 1-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4548,AMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4549,N(alpha)-acetyl-L-methionine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4550,L-Methionine S-oxide exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4551,3-sulfino-L-alanine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4552,N-acetyl-L-cysteine exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4553,L-cysteate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4554,2-hydroxyethane-1-sulfonate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4555,acetoacetate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4556,N-acetyl-L-glutamate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4557,UMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4558,CMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4559,thymidine 5'-monophosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4560,thymidine 3'-monophosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4561,cytidine 2'-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4562,uridine 2'-phosphate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4563,3'-UMP exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4564,"2',3'-cyclic CMP exchange",unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4565,"2',3'-cyclic UMP exchange",unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4567,6-phosphogluconate phosphatase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4568,R06790,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_4569,Carboxylic ester hydrolases,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4570,phosphoglycerate dehydrogenase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4571,seed:rxn00681,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4572,beta-alanine:2-oxoglutarate aminotransferase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4573,"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4574,"3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4575,3-oxopropanoate carboxy-lyase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4581,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4582,malate/beta-methylmalate synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4583,palmitoyl-CoA hydrolase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4584,long-chain-fatty-acid---CoA ligase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4585,a-galactosidase (stachyose),balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4586,stachyose synthase,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4587,Ca(2+) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4588,chloride transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4589,Cu2(+) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4590,Mn(2+) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4591,Zn(2+) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4592,Mg(2+) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4593,chloride exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4594,Cu2(+) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4595,Mn(2+) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4596,Zn(2+) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4597,Mg(2+) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4598,cofactor pseudoreaction,unbalanced,unbalanced,present,not_applicable,pending,required,s_4205,
r_4599,ion pseudoreaction,unbalanced,unbalanced,present,not_applicable,pending,required,s_4206,
r_4600,Ca(2+) exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_4601,3-(4-hydroxyphenyl)pyruvate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4602,acetate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4603,ADP-ribose transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4604,farnesyl diphosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4605,nicotinate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4606,O-phosphoethanolamine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4607,phosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4608,propionyl-CoA transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4609,UDP transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4610,UDP transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4611,UMP transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_4612,TRX1 disulphide transport,unbalanced,balanced,absent,failed,not_required,required,,s_1620|s_1622
r_4613,oleate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
